Id: a1, Group: adulti, Belt: nera, Peso: 79
Id: a2, Group: adulti, Belt: verde, Peso: 53
Id: a3, Group: adulti, Belt: marrone, Peso: 63
Id: a4, Group: adulti, Belt: marrone, Peso: 72
Id: a5, Group: adulti, Belt: bianca, Peso: 90
Id: a6, Group: adulti, Belt: arancione, Peso: 92
Id: a7, Group: adulti, Belt: blu, Peso: 53
Id: a8, Group: adulti, Belt: verde, Peso: 97
Id: a9, Group: adulti, Belt: blu, Peso: 58
Id: a10, Group: adulti, Belt: marrone, Peso: 100
Id: a11, Group: adulti, Belt: blu, Peso: 50
Id: a12, Group: adulti, Belt: marrone, Peso: 64
Id: a13, Group: adulti, Belt: gialla, Peso: 55
Id: a14, Group: adulti, Belt: marrone, Peso: 50
Id: a15, Group: adulti, Belt: marrone, Peso: 57
Id: a16, Group: adulti, Belt: nera, Peso: 64
Id: a17, Group: adulti, Belt: bianca, Peso: 93
Id: a18, Group: adulti, Belt: arancione, Peso: 77
Id: a19, Group: adulti, Belt: marrone, Peso: 78
Id: a20, Group: adulti, Belt: bianca, Peso: 85
Id: a21, Group: adulti, Belt: arancione, Peso: 51
Id: a22, Group: adulti, Belt: bianca, Peso: 52
Id: a23, Group: adulti, Belt: verde, Peso: 98
Id: a24, Group: adulti, Belt: marrone, Peso: 53
Id: a25, Group: adulti, Belt: bianca, Peso: 89
Id: a26, Group: adulti, Belt: blu, Peso: 60
Id: r1, Group: ragazzi, Belt: bianca, Peso: 62
Id: r2, Group: ragazzi, Belt: marrone, Peso: 64
Id: r3, Group: ragazzi, Belt: gialla, Peso: 56
Id: r4, Group: ragazzi, Belt: nera, Peso: 55
Id: r5, Group: ragazzi, Belt: verde, Peso: 48
Id: r6, Group: ragazzi, Belt: blu, Peso: 50
Id: r7, Group: ragazzi, Belt: blu, Peso: 56
Id: r8, Group: ragazzi, Belt: verde, Peso: 54
Id: r9, Group: ragazzi, Belt: blu, Peso: 40
Id: r10, Group: ragazzi, Belt: gialla, Peso: 69
Id: r11, Group: ragazzi, Belt: verde, Peso: 54
Id: r12, Group: ragazzi, Belt: arancione, Peso: 55
Id: r13, Group: ragazzi, Belt: gialla, Peso: 59
Id: r14, Group: ragazzi, Belt: gialla, Peso: 44
