Id: a1, Group: adulti, Belt: verde, Peso: 93
Id: a2, Group: adulti, Belt: verde, Peso: 85
Id: a3, Group: adulti, Belt: verde, Peso: 73
Id: a4, Group: adulti, Belt: bianca, Peso: 68
Id: a5, Group: adulti, Belt: bianca, Peso: 96
Id: a6, Group: adulti, Belt: bianca, Peso: 94
Id: a7, Group: adulti, Belt: gialla, Peso: 51
Id: a8, Group: adulti, Belt: nera, Peso: 86
Id: a9, Group: adulti, Belt: blu, Peso: 51
Id: a10, Group: adulti, Belt: bianca, Peso: 92
Id: a11, Group: adulti, Belt: marrone, Peso: 55
Id: a12, Group: adulti, Belt: gialla, Peso: 62
Id: a13, Group: adulti, Belt: arancione, Peso: 74
Id: a14, Group: adulti, Belt: nera, Peso: 59
Id: a15, Group: adulti, Belt: gialla, Peso: 99
Id: a16, Group: adulti, Belt: arancione, Peso: 51
Id: a17, Group: adulti, Belt: gialla, Peso: 73
Id: a18, Group: adulti, Belt: nera, Peso: 84
Id: a19, Group: adulti, Belt: nera, Peso: 75
Id: a20, Group: adulti, Belt: verde, Peso: 54
Id: a21, Group: adulti, Belt: arancione, Peso: 90
Id: a22, Group: adulti, Belt: verde, Peso: 82
Id: a23, Group: adulti, Belt: arancione, Peso: 78
Id: a24, Group: adulti, Belt: nera, Peso: 72
Id: a25, Group: adulti, Belt: verde, Peso: 50
Id: a26, Group: adulti, Belt: nera, Peso: 68
Id: r1, Group: ragazzi, Belt: arancione, Peso: 45
Id: r2, Group: ragazzi, Belt: bianca, Peso: 51
Id: r3, Group: ragazzi, Belt: blu, Peso: 41
Id: r4, Group: ragazzi, Belt: arancione, Peso: 59
Id: r5, Group: ragazzi, Belt: marrone, Peso: 66
Id: r6, Group: ragazzi, Belt: nera, Peso: 47
Id: r7, Group: ragazzi, Belt: gialla, Peso: 42
Id: r8, Group: ragazzi, Belt: blu, Peso: 44
Id: r9, Group: ragazzi, Belt: marrone, Peso: 64
Id: r10, Group: ragazzi, Belt: arancione, Peso: 55
Id: r11, Group: ragazzi, Belt: bianca, Peso: 48
Id: r12, Group: ragazzi, Belt: blu, Peso: 49
Id: r13, Group: ragazzi, Belt: blu, Peso: 47
Id: r14, Group: ragazzi, Belt: marrone, Peso: 50
Id: r15, Group: ragazzi, Belt: marrone, Peso: 44
Id: r16, Group: ragazzi, Belt: marrone, Peso: 48
Id: r17, Group: ragazzi, Belt: bianca, Peso: 57
Id: r18, Group: ragazzi, Belt: marrone, Peso: 63
Id: r19, Group: ragazzi, Belt: arancione, Peso: 59
Id: r20, Group: ragazzi, Belt: bianca, Peso: 43
Id: r21, Group: ragazzi, Belt: bianca, Peso: 51
Id: r22, Group: ragazzi, Belt: gialla, Peso: 65
Id: r23, Group: ragazzi, Belt: bianca, Peso: 66
Id: r24, Group: ragazzi, Belt: nera, Peso: 42
Id: r25, Group: ragazzi, Belt: bianca, Peso: 64
Id: r26, Group: ragazzi, Belt: marrone, Peso: 48
Id: r27, Group: ragazzi, Belt: bianca, Peso: 57
Id: r28, Group: ragazzi, Belt: blu, Peso: 45
Id: r29, Group: ragazzi, Belt: bianca, Peso: 49
Id: r30, Group: ragazzi, Belt: bianca, Peso: 59
Id: r31, Group: ragazzi, Belt: bianca, Peso: 62
Id: r32, Group: ragazzi, Belt: arancione, Peso: 43
Id: r33, Group: ragazzi, Belt: arancione, Peso: 58
Id: r34, Group: ragazzi, Belt: nera, Peso: 63
Id: b1, Group: bambini, Belt: gialla, Peso: 37
Id: b2, Group: bambini, Belt: blu, Peso: 30
Id: b3, Group: bambini, Belt: gialla, Peso: 36
Id: b4, Group: bambini, Belt: arancione, Peso: 37
Id: b5, Group: bambini, Belt: nera, Peso: 15
Id: b6, Group: bambini, Belt: nera, Peso: 33
Id: b7, Group: bambini, Belt: arancione, Peso: 19
Id: b8, Group: bambini, Belt: bianca, Peso: 14
Id: b9, Group: bambini, Belt: verde, Peso: 37
Id: b10, Group: bambini, Belt: nera, Peso: 28
Id: b11, Group: bambini, Belt: verde, Peso: 27
Id: b12, Group: bambini, Belt: bianca, Peso: 33
Id: b13, Group: bambini, Belt: nera, Peso: 37
Id: b14, Group: bambini, Belt: bianca, Peso: 27
Id: b15, Group: bambini, Belt: verde, Peso: 14
Id: b16, Group: bambini, Belt: arancione, Peso: 31
Id: b17, Group: bambini, Belt: blu, Peso: 19
Id: b18, Group: bambini, Belt: nera, Peso: 34
Id: b19, Group: bambini, Belt: marrone, Peso: 20
Id: b20, Group: bambini, Belt: arancione, Peso: 28
Id: b21, Group: bambini, Belt: verde, Peso: 29
Id: b22, Group: bambini, Belt: arancione, Peso: 36
Id: b23, Group: bambini, Belt: blu, Peso: 20
Id: b24, Group: bambini, Belt: arancione, Peso: 35
Id: b25, Group: bambini, Belt: nera, Peso: 27
Id: b26, Group: bambini, Belt: arancione, Peso: 23
Id: b27, Group: bambini, Belt: gialla, Peso: 30
Id: b28, Group: bambini, Belt: marrone, Peso: 25
Id: b29, Group: bambini, Belt: marrone, Peso: 16
Id: b30, Group: bambini, Belt: verde, Peso: 35
Id: b31, Group: bambini, Belt: blu, Peso: 33
Id: b32, Group: bambini, Belt: marrone, Peso: 30
Id: b33, Group: bambini, Belt: nera, Peso: 17
Id: b34, Group: bambini, Belt: nera, Peso: 35
Id: b35, Group: bambini, Belt: gialla, Peso: 15
Id: b36, Group: bambini, Belt: marrone, Peso: 20
Id: b37, Group: bambini, Belt: marrone, Peso: 22
Id: b38, Group: bambini, Belt: gialla, Peso: 29
Id: b39, Group: bambini, Belt: gialla, Peso: 33
Id: b40, Group: bambini, Belt: nera, Peso: 38
