Id: a1, Group: adulti, Belt: bianca, Peso: 67
Id: a2, Group: adulti, Belt: nera, Peso: 67
Id: a3, Group: adulti, Belt: blu, Peso: 52
Id: a4, Group: adulti, Belt: nera, Peso: 89
Id: a5, Group: adulti, Belt: nera, Peso: 62
Id: a6, Group: adulti, Belt: gialla, Peso: 68
Id: a7, Group: adulti, Belt: verde, Peso: 85
Id: a8, Group: adulti, Belt: gialla, Peso: 75
Id: a9, Group: adulti, Belt: verde, Peso: 84
Id: a10, Group: adulti, Belt: gialla, Peso: 57
Id: a11, Group: adulti, Belt: nera, Peso: 55
Id: a12, Group: adulti, Belt: marrone, Peso: 70
Id: a13, Group: adulti, Belt: nera, Peso: 56
Id: a14, Group: adulti, Belt: gialla, Peso: 62
Id: a15, Group: adulti, Belt: gialla, Peso: 75
Id: a16, Group: adulti, Belt: verde, Peso: 98
Id: a17, Group: adulti, Belt: marrone, Peso: 69
Id: a18, Group: adulti, Belt: marrone, Peso: 85
Id: a19, Group: adulti, Belt: verde, Peso: 98
Id: a20, Group: adulti, Belt: blu, Peso: 94
Id: a21, Group: adulti, Belt: arancione, Peso: 93
Id: a22, Group: adulti, Belt: arancione, Peso: 62
Id: a23, Group: adulti, Belt: verde, Peso: 81
Id: a24, Group: adulti, Belt: bianca, Peso: 54
Id: a25, Group: adulti, Belt: nera, Peso: 54
Id: a26, Group: adulti, Belt: arancione, Peso: 81
Id: r1, Group: ragazzi, Belt: nera, Peso: 56
Id: r2, Group: ragazzi, Belt: blu, Peso: 50
Id: r3, Group: ragazzi, Belt: bianca, Peso: 57
Id: r4, Group: ragazzi, Belt: nera, Peso: 66
Id: r5, Group: ragazzi, Belt: blu, Peso: 52
Id: r6, Group: ragazzi, Belt: verde, Peso: 44
Id: r7, Group: ragazzi, Belt: verde, Peso: 60
Id: r8, Group: ragazzi, Belt: gialla, Peso: 59
Id: r9, Group: ragazzi, Belt: bianca, Peso: 47
Id: r10, Group: ragazzi, Belt: marrone, Peso: 66
Id: r11, Group: ragazzi, Belt: arancione, Peso: 55
Id: r12, Group: ragazzi, Belt: nera, Peso: 57
Id: r13, Group: ragazzi, Belt: bianca, Peso: 54
Id: r14, Group: ragazzi, Belt: arancione, Peso: 55
Id: r15, Group: ragazzi, Belt: gialla, Peso: 59
Id: r16, Group: ragazzi, Belt: marrone, Peso: 66
Id: r17, Group: ragazzi, Belt: bianca, Peso: 44
Id: r18, Group: ragazzi, Belt: arancione, Peso: 61
Id: r19, Group: ragazzi, Belt: blu, Peso: 44
Id: r20, Group: ragazzi, Belt: bianca, Peso: 58
Id: r21, Group: ragazzi, Belt: nera, Peso: 40
Id: r22, Group: ragazzi, Belt: bianca, Peso: 55
Id: r23, Group: ragazzi, Belt: bianca, Peso: 47
Id: r24, Group: ragazzi, Belt: bianca, Peso: 50
Id: r25, Group: ragazzi, Belt: verde, Peso: 68
Id: r26, Group: ragazzi, Belt: arancione, Peso: 68
Id: r27, Group: ragazzi, Belt: arancione, Peso: 58
Id: r28, Group: ragazzi, Belt: arancione, Peso: 55
Id: r29, Group: ragazzi, Belt: gialla, Peso: 54
Id: r30, Group: ragazzi, Belt: marrone, Peso: 40
Id: r31, Group: ragazzi, Belt: verde, Peso: 70
Id: r32, Group: ragazzi, Belt: bianca, Peso: 58
Id: r33, Group: ragazzi, Belt: nera, Peso: 56
Id: r34, Group: ragazzi, Belt: arancione, Peso: 47
Id: b1, Group: bambini, Belt: marrone, Peso: 13
Id: b2, Group: bambini, Belt: blu, Peso: 25
Id: b3, Group: bambini, Belt: verde, Peso: 29
Id: b4, Group: bambini, Belt: marrone, Peso: 12
Id: b5, Group: bambini, Belt: marrone, Peso: 13
Id: b6, Group: bambini, Belt: bianca, Peso: 24
Id: b7, Group: bambini, Belt: marrone, Peso: 18
Id: b8, Group: bambini, Belt: marrone, Peso: 40
Id: b9, Group: bambini, Belt: gialla, Peso: 10
Id: b10, Group: bambini, Belt: bianca, Peso: 22
Id: b11, Group: bambini, Belt: arancione, Peso: 32
Id: b12, Group: bambini, Belt: gialla, Peso: 18
Id: b13, Group: bambini, Belt: nera, Peso: 19
Id: b14, Group: bambini, Belt: arancione, Peso: 19
Id: b15, Group: bambini, Belt: gialla, Peso: 21
Id: b16, Group: bambini, Belt: bianca, Peso: 29
Id: b17, Group: bambini, Belt: arancione, Peso: 16
Id: b18, Group: bambini, Belt: arancione, Peso: 12
Id: b19, Group: bambini, Belt: bianca, Peso: 29
Id: b20, Group: bambini, Belt: blu, Peso: 19
Id: b21, Group: bambini, Belt: marrone, Peso: 13
Id: b22, Group: bambini, Belt: verde, Peso: 25
Id: b23, Group: bambini, Belt: nera, Peso: 38
Id: b24, Group: bambini, Belt: marrone, Peso: 27
Id: b25, Group: bambini, Belt: arancione, Peso: 26
Id: b26, Group: bambini, Belt: nera, Peso: 14
Id: b27, Group: bambini, Belt: marrone, Peso: 12
Id: b28, Group: bambini, Belt: nera, Peso: 32
Id: b29, Group: bambini, Belt: nera, Peso: 28
Id: b30, Group: bambini, Belt: gialla, Peso: 17
Id: b31, Group: bambini, Belt: gialla, Peso: 27
Id: b32, Group: bambini, Belt: bianca, Peso: 15
Id: b33, Group: bambini, Belt: blu, Peso: 16
Id: b34, Group: bambini, Belt: marrone, Peso: 27
Id: b35, Group: bambini, Belt: blu, Peso: 30
Id: b36, Group: bambini, Belt: arancione, Peso: 34
Id: b37, Group: bambini, Belt: marrone, Peso: 21
Id: b38, Group: bambini, Belt: bianca, Peso: 11
Id: b39, Group: bambini, Belt: bianca, Peso: 34
Id: b40, Group: bambini, Belt: gialla, Peso: 18
