Id: a1, Group: adulti, Belt: nera, Peso: 74
Id: a2, Group: adulti, Belt: blu, Peso: 55
Id: a3, Group: adulti, Belt: verde, Peso: 69
Id: a4, Group: adulti, Belt: blu, Peso: 64
Id: a5, Group: adulti, Belt: blu, Peso: 76
Id: a6, Group: adulti, Belt: verde, Peso: 72
Id: a7, Group: adulti, Belt: bianca, Peso: 83
Id: a8, Group: adulti, Belt: verde, Peso: 57
Id: a9, Group: adulti, Belt: marrone, Peso: 100
Id: a10, Group: adulti, Belt: marrone, Peso: 93
Id: a11, Group: adulti, Belt: blu, Peso: 94
Id: a12, Group: adulti, Belt: blu, Peso: 87
Id: a13, Group: adulti, Belt: nera, Peso: 68
Id: a14, Group: adulti, Belt: arancione, Peso: 83
Id: a15, Group: adulti, Belt: gialla, Peso: 60
Id: a16, Group: adulti, Belt: blu, Peso: 54
Id: a17, Group: adulti, Belt: nera, Peso: 83
Id: a18, Group: adulti, Belt: arancione, Peso: 67
Id: a19, Group: adulti, Belt: gialla, Peso: 94
Id: a20, Group: adulti, Belt: blu, Peso: 61
Id: a21, Group: adulti, Belt: arancione, Peso: 84
Id: a22, Group: adulti, Belt: blu, Peso: 80
Id: a23, Group: adulti, Belt: nera, Peso: 76
Id: a24, Group: adulti, Belt: marrone, Peso: 81
Id: a25, Group: adulti, Belt: marrone, Peso: 54
Id: a26, Group: adulti, Belt: nera, Peso: 89
Id: r1, Group: ragazzi, Belt: arancione, Peso: 68
Id: r2, Group: ragazzi, Belt: marrone, Peso: 40
Id: r3, Group: ragazzi, Belt: nera, Peso: 51
Id: r4, Group: ragazzi, Belt: marrone, Peso: 58
Id: r5, Group: ragazzi, Belt: arancione, Peso: 43
Id: r6, Group: ragazzi, Belt: gialla, Peso: 42
Id: r7, Group: ragazzi, Belt: arancione, Peso: 48
Id: r8, Group: ragazzi, Belt: verde, Peso: 41
Id: r9, Group: ragazzi, Belt: nera, Peso: 47
Id: r10, Group: ragazzi, Belt: gialla, Peso: 41
Id: r11, Group: ragazzi, Belt: nera, Peso: 41
Id: r12, Group: ragazzi, Belt: verde, Peso: 61
Id: r13, Group: ragazzi, Belt: gialla, Peso: 63
Id: r14, Group: ragazzi, Belt: gialla, Peso: 40
Id: r15, Group: ragazzi, Belt: bianca, Peso: 52
Id: r16, Group: ragazzi, Belt: gialla, Peso: 65
Id: r17, Group: ragazzi, Belt: marrone, Peso: 46
Id: r18, Group: ragazzi, Belt: nera, Peso: 67
Id: r19, Group: ragazzi, Belt: marrone, Peso: 64
Id: r20, Group: ragazzi, Belt: verde, Peso: 40
Id: r21, Group: ragazzi, Belt: blu, Peso: 54
Id: r22, Group: ragazzi, Belt: gialla, Peso: 40
Id: r23, Group: ragazzi, Belt: blu, Peso: 64
Id: r24, Group: ragazzi, Belt: marrone, Peso: 52
Id: r25, Group: ragazzi, Belt: arancione, Peso: 46
Id: r26, Group: ragazzi, Belt: nera, Peso: 51
Id: r27, Group: ragazzi, Belt: gialla, Peso: 57
Id: r28, Group: ragazzi, Belt: gialla, Peso: 41
Id: r29, Group: ragazzi, Belt: marrone, Peso: 64
Id: r30, Group: ragazzi, Belt: blu, Peso: 45
Id: r31, Group: ragazzi, Belt: marrone, Peso: 66
Id: r32, Group: ragazzi, Belt: arancione, Peso: 50
Id: r33, Group: ragazzi, Belt: nera, Peso: 45
Id: r34, Group: ragazzi, Belt: gialla, Peso: 69
Id: b1, Group: bambini, Belt: arancione, Peso: 26
Id: b2, Group: bambini, Belt: gialla, Peso: 19
Id: b3, Group: bambini, Belt: verde, Peso: 19
