Id: a1, Group: adulti, Belt: blu, Peso: 82
Id: a2, Group: adulti, Belt: marrone, Peso: 93
Id: a3, Group: adulti, Belt: blu, Peso: 64
Id: a4, Group: adulti, Belt: marrone, Peso: 87
Id: a5, Group: adulti, Belt: bianca, Peso: 82
Id: a6, Group: adulti, Belt: gialla, Peso: 94
Id: a7, Group: adulti, Belt: marrone, Peso: 86
Id: a8, Group: adulti, Belt: verde, Peso: 89
Id: a9, Group: adulti, Belt: bianca, Peso: 90
Id: a10, Group: adulti, Belt: bianca, Peso: 78
Id: a11, Group: adulti, Belt: gialla, Peso: 77
Id: a12, Group: adulti, Belt: marrone, Peso: 89
Id: a13, Group: adulti, Belt: verde, Peso: 55
Id: a14, Group: adulti, Belt: bianca, Peso: 77
Id: a15, Group: adulti, Belt: bianca, Peso: 58
Id: a16, Group: adulti, Belt: arancione, Peso: 62
Id: a17, Group: adulti, Belt: marrone, Peso: 70
Id: a18, Group: adulti, Belt: gialla, Peso: 54
Id: a19, Group: adulti, Belt: arancione, Peso: 74
Id: a20, Group: adulti, Belt: blu, Peso: 87
Id: a21, Group: adulti, Belt: nera, Peso: 98
Id: a22, Group: adulti, Belt: blu, Peso: 85
Id: a23, Group: adulti, Belt: gialla, Peso: 95
Id: a24, Group: adulti, Belt: blu, Peso: 71
Id: a25, Group: adulti, Belt: gialla, Peso: 72
Id: a26, Group: adulti, Belt: bianca, Peso: 61
Id: r1, Group: ragazzi, Belt: arancione, Peso: 59
Id: r2, Group: ragazzi, Belt: verde, Peso: 61
Id: r3, Group: ragazzi, Belt: verde, Peso: 55
Id: r4, Group: ragazzi, Belt: verde, Peso: 58
Id: r5, Group: ragazzi, Belt: blu, Peso: 63
Id: r6, Group: ragazzi, Belt: verde, Peso: 67
Id: r7, Group: ragazzi, Belt: nera, Peso: 64
Id: r8, Group: ragazzi, Belt: arancione, Peso: 40
Id: r9, Group: ragazzi, Belt: blu, Peso: 52
Id: r10, Group: ragazzi, Belt: nera, Peso: 43
Id: r11, Group: ragazzi, Belt: verde, Peso: 61
Id: r12, Group: ragazzi, Belt: arancione, Peso: 66
Id: r13, Group: ragazzi, Belt: blu, Peso: 64
Id: r14, Group: ragazzi, Belt: marrone, Peso: 62
Id: r15, Group: ragazzi, Belt: blu, Peso: 48
Id: r16, Group: ragazzi, Belt: verde, Peso: 57
Id: r17, Group: ragazzi, Belt: nera, Peso: 52
Id: r18, Group: ragazzi, Belt: verde, Peso: 41
Id: r19, Group: ragazzi, Belt: verde, Peso: 55
Id: r20, Group: ragazzi, Belt: gialla, Peso: 46
Id: r21, Group: ragazzi, Belt: arancione, Peso: 56
Id: r22, Group: ragazzi, Belt: blu, Peso: 67
Id: r23, Group: ragazzi, Belt: nera, Peso: 65
Id: r24, Group: ragazzi, Belt: verde, Peso: 46
Id: r25, Group: ragazzi, Belt: verde, Peso: 70
Id: r26, Group: ragazzi, Belt: bianca, Peso: 49
Id: r27, Group: ragazzi, Belt: bianca, Peso: 40
Id: r28, Group: ragazzi, Belt: blu, Peso: 57
Id: r29, Group: ragazzi, Belt: marrone, Peso: 48
Id: r30, Group: ragazzi, Belt: arancione, Peso: 68
Id: r31, Group: ragazzi, Belt: nera, Peso: 65
Id: r32, Group: ragazzi, Belt: gialla, Peso: 55
Id: r33, Group: ragazzi, Belt: nera, Peso: 42
Id: r34, Group: ragazzi, Belt: nera, Peso: 65
Id: b1, Group: bambini, Belt: blu, Peso: 10
Id: b2, Group: bambini, Belt: bianca, Peso: 16
Id: b3, Group: bambini, Belt: bianca, Peso: 14
Id: b4, Group: bambini, Belt: verde, Peso: 37
Id: b5, Group: bambini, Belt: verde, Peso: 40
Id: b6, Group: bambini, Belt: verde, Peso: 13
Id: b7, Group: bambini, Belt: nera, Peso: 29
Id: b8, Group: bambini, Belt: blu, Peso: 29
Id: b9, Group: bambini, Belt: verde, Peso: 16
Id: b10, Group: bambini, Belt: bianca, Peso: 30
Id: b11, Group: bambini, Belt: nera, Peso: 30
Id: b12, Group: bambini, Belt: blu, Peso: 16
Id: b13, Group: bambini, Belt: gialla, Peso: 40
Id: b14, Group: bambini, Belt: bianca, Peso: 33
Id: b15, Group: bambini, Belt: nera, Peso: 38
Id: b16, Group: bambini, Belt: verde, Peso: 22
Id: b17, Group: bambini, Belt: arancione, Peso: 36
Id: b18, Group: bambini, Belt: blu, Peso: 17
Id: b19, Group: bambini, Belt: verde, Peso: 31
Id: b20, Group: bambini, Belt: bianca, Peso: 10
Id: b21, Group: bambini, Belt: gialla, Peso: 35
Id: b22, Group: bambini, Belt: nera, Peso: 29
Id: b23, Group: bambini, Belt: nera, Peso: 23
Id: b24, Group: bambini, Belt: verde, Peso: 31
Id: b25, Group: bambini, Belt: arancione, Peso: 27
Id: b26, Group: bambini, Belt: marrone, Peso: 11
Id: b27, Group: bambini, Belt: marrone, Peso: 15
Id: b28, Group: bambini, Belt: nera, Peso: 12
Id: b29, Group: bambini, Belt: bianca, Peso: 28
Id: b30, Group: bambini, Belt: blu, Peso: 16
Id: b31, Group: bambini, Belt: gialla, Peso: 26
Id: b32, Group: bambini, Belt: marrone, Peso: 12
Id: b33, Group: bambini, Belt: nera, Peso: 16
Id: b34, Group: bambini, Belt: marrone, Peso: 35
Id: b35, Group: bambini, Belt: nera, Peso: 23
Id: b36, Group: bambini, Belt: marrone, Peso: 25
Id: b37, Group: bambini, Belt: arancione, Peso: 18
Id: b38, Group: bambini, Belt: nera, Peso: 37
Id: b39, Group: bambini, Belt: bianca, Peso: 20
Id: b40, Group: bambini, Belt: verde, Peso: 24
