Id: a1, Group: adulti, Belt: bianca, Peso: 72
Id: a2, Group: adulti, Belt: nera, Peso: 56
Id: a3, Group: adulti, Belt: nera, Peso: 51
Id: a4, Group: adulti, Belt: nera, Peso: 94
Id: a5, Group: adulti, Belt: blu, Peso: 67
Id: a6, Group: adulti, Belt: marrone, Peso: 83
Id: a7, Group: adulti, Belt: verde, Peso: 64
Id: a8, Group: adulti, Belt: blu, Peso: 67
Id: a9, Group: adulti, Belt: blu, Peso: 68
Id: a10, Group: adulti, Belt: arancione, Peso: 78
Id: a11, Group: adulti, Belt: nera, Peso: 79
Id: a12, Group: adulti, Belt: verde, Peso: 88
Id: a13, Group: adulti, Belt: nera, Peso: 82
Id: a14, Group: adulti, Belt: verde, Peso: 100
Id: a15, Group: adulti, Belt: marrone, Peso: 70
Id: a16, Group: adulti, Belt: nera, Peso: 61
Id: a17, Group: adulti, Belt: gialla, Peso: 53
Id: a18, Group: adulti, Belt: arancione, Peso: 56
Id: a19, Group: adulti, Belt: bianca, Peso: 83
Id: a20, Group: adulti, Belt: gialla, Peso: 87
Id: a21, Group: adulti, Belt: arancione, Peso: 95
Id: a22, Group: adulti, Belt: verde, Peso: 81
Id: a23, Group: adulti, Belt: verde, Peso: 90
Id: a24, Group: adulti, Belt: arancione, Peso: 69
Id: a25, Group: adulti, Belt: arancione, Peso: 85
Id: a26, Group: adulti, Belt: marrone, Peso: 54
Id: r1, Group: ragazzi, Belt: blu, Peso: 43
Id: r2, Group: ragazzi, Belt: bianca, Peso: 46
Id: r3, Group: ragazzi, Belt: blu, Peso: 62
Id: r4, Group: ragazzi, Belt: verde, Peso: 52
Id: r5, Group: ragazzi, Belt: marrone, Peso: 40
Id: r6, Group: ragazzi, Belt: blu, Peso: 62
Id: r7, Group: ragazzi, Belt: blu, Peso: 42
Id: r8, Group: ragazzi, Belt: bianca, Peso: 49
Id: r9, Group: ragazzi, Belt: verde, Peso: 47
Id: r10, Group: ragazzi, Belt: marrone, Peso: 64
Id: r11, Group: ragazzi, Belt: arancione, Peso: 66
Id: r12, Group: ragazzi, Belt: bianca, Peso: 66
Id: r13, Group: ragazzi, Belt: bianca, Peso: 64
Id: r14, Group: ragazzi, Belt: nera, Peso: 44
Id: r15, Group: ragazzi, Belt: arancione, Peso: 65
Id: r16, Group: ragazzi, Belt: verde, Peso: 66
Id: r17, Group: ragazzi, Belt: verde, Peso: 42
Id: r18, Group: ragazzi, Belt: nera, Peso: 44
Id: r19, Group: ragazzi, Belt: blu, Peso: 53
Id: r20, Group: ragazzi, Belt: gialla, Peso: 53
Id: r21, Group: ragazzi, Belt: marrone, Peso: 49
Id: r22, Group: ragazzi, Belt: gialla, Peso: 68
Id: r23, Group: ragazzi, Belt: marrone, Peso: 54
Id: r24, Group: ragazzi, Belt: nera, Peso: 53
Id: r25, Group: ragazzi, Belt: blu, Peso: 70
Id: r26, Group: ragazzi, Belt: marrone, Peso: 61
Id: r27, Group: ragazzi, Belt: nera, Peso: 57
Id: r28, Group: ragazzi, Belt: nera, Peso: 54
Id: r29, Group: ragazzi, Belt: blu, Peso: 63
Id: r30, Group: ragazzi, Belt: gialla, Peso: 58
Id: r31, Group: ragazzi, Belt: gialla, Peso: 70
Id: r32, Group: ragazzi, Belt: verde, Peso: 66
Id: r33, Group: ragazzi, Belt: blu, Peso: 70
Id: r34, Group: ragazzi, Belt: blu, Peso: 49
Id: b1, Group: bambini, Belt: nera, Peso: 11
Id: b2, Group: bambini, Belt: arancione, Peso: 26
Id: b3, Group: bambini, Belt: marrone, Peso: 28
Id: b4, Group: bambini, Belt: verde, Peso: 15
Id: b5, Group: bambini, Belt: verde, Peso: 20
Id: b6, Group: bambini, Belt: bianca, Peso: 25
Id: b7, Group: bambini, Belt: marrone, Peso: 21
Id: b8, Group: bambini, Belt: arancione, Peso: 18
Id: b9, Group: bambini, Belt: nera, Peso: 40
Id: b10, Group: bambini, Belt: arancione, Peso: 17
Id: b11, Group: bambini, Belt: bianca, Peso: 15
Id: b12, Group: bambini, Belt: bianca, Peso: 17
Id: b13, Group: bambini, Belt: blu, Peso: 17
