Id: a1, Group: adulti, Belt: marrone, Peso: 51
Id: a2, Group: adulti, Belt: verde, Peso: 76
Id: a3, Group: adulti, Belt: verde, Peso: 63
Id: a4, Group: adulti, Belt: gialla, Peso: 76
Id: a5, Group: adulti, Belt: marrone, Peso: 62
Id: a6, Group: adulti, Belt: gialla, Peso: 63
Id: a7, Group: adulti, Belt: nera, Peso: 65
Id: a8, Group: adulti, Belt: marrone, Peso: 86
Id: a9, Group: adulti, Belt: nera, Peso: 57
Id: a10, Group: adulti, Belt: blu, Peso: 65
Id: a11, Group: adulti, Belt: marrone, Peso: 94
Id: a12, Group: adulti, Belt: bianca, Peso: 98
Id: a13, Group: adulti, Belt: nera, Peso: 70
Id: a14, Group: adulti, Belt: gialla, Peso: 72
Id: a15, Group: adulti, Belt: nera, Peso: 50
Id: a16, Group: adulti, Belt: gialla, Peso: 83
Id: a17, Group: adulti, Belt: verde, Peso: 65
Id: a18, Group: adulti, Belt: marrone, Peso: 51
Id: a19, Group: adulti, Belt: blu, Peso: 91
Id: a20, Group: adulti, Belt: nera, Peso: 92
Id: a21, Group: adulti, Belt: arancione, Peso: 62
Id: a22, Group: adulti, Belt: bianca, Peso: 95
Id: a23, Group: adulti, Belt: nera, Peso: 67
Id: a24, Group: adulti, Belt: arancione, Peso: 74
Id: a25, Group: adulti, Belt: marrone, Peso: 84
Id: a26, Group: adulti, Belt: marrone, Peso: 73
Id: r1, Group: ragazzi, Belt: arancione, Peso: 68
Id: r2, Group: ragazzi, Belt: marrone, Peso: 65
Id: r3, Group: ragazzi, Belt: marrone, Peso: 54
Id: r4, Group: ragazzi, Belt: bianca, Peso: 67
Id: r5, Group: ragazzi, Belt: nera, Peso: 58
Id: r6, Group: ragazzi, Belt: gialla, Peso: 49
Id: r7, Group: ragazzi, Belt: arancione, Peso: 44
Id: r8, Group: ragazzi, Belt: bianca, Peso: 62
Id: r9, Group: ragazzi, Belt: bianca, Peso: 55
Id: r10, Group: ragazzi, Belt: bianca, Peso: 67
Id: r11, Group: ragazzi, Belt: arancione, Peso: 43
Id: r12, Group: ragazzi, Belt: marrone, Peso: 51
Id: r13, Group: ragazzi, Belt: nera, Peso: 52
Id: r14, Group: ragazzi, Belt: gialla, Peso: 46
Id: r15, Group: ragazzi, Belt: bianca, Peso: 43
Id: r16, Group: ragazzi, Belt: nera, Peso: 45
Id: r17, Group: ragazzi, Belt: bianca, Peso: 60
Id: r18, Group: ragazzi, Belt: marrone, Peso: 41
Id: r19, Group: ragazzi, Belt: blu, Peso: 60
Id: r20, Group: ragazzi, Belt: arancione, Peso: 48
