Id: a1, Group: adulti, Belt: arancione, Peso: 56
Id: a2, Group: adulti, Belt: verde, Peso: 89
Id: a3, Group: adulti, Belt: bianca, Peso: 94
Id: a4, Group: adulti, Belt: verde, Peso: 79
Id: a5, Group: adulti, Belt: blu, Peso: 87
Id: a6, Group: adulti, Belt: gialla, Peso: 94
Id: a7, Group: adulti, Belt: arancione, Peso: 87
Id: a8, Group: adulti, Belt: blu, Peso: 98
Id: a9, Group: adulti, Belt: bianca, Peso: 81
Id: a10, Group: adulti, Belt: verde, Peso: 55
Id: a11, Group: adulti, Belt: nera, Peso: 91
Id: a12, Group: adulti, Belt: arancione, Peso: 66
Id: a13, Group: adulti, Belt: arancione, Peso: 91
Id: a14, Group: adulti, Belt: marrone, Peso: 97
Id: a15, Group: adulti, Belt: nera, Peso: 83
Id: a16, Group: adulti, Belt: gialla, Peso: 57
Id: a17, Group: adulti, Belt: bianca, Peso: 58
Id: a18, Group: adulti, Belt: blu, Peso: 80
Id: a19, Group: adulti, Belt: nera, Peso: 92
Id: a20, Group: adulti, Belt: bianca, Peso: 74
Id: a21, Group: adulti, Belt: verde, Peso: 87
Id: a22, Group: adulti, Belt: gialla, Peso: 60
Id: a23, Group: adulti, Belt: marrone, Peso: 62
Id: a24, Group: adulti, Belt: nera, Peso: 85
Id: a25, Group: adulti, Belt: bianca, Peso: 84
Id: a26, Group: adulti, Belt: marrone, Peso: 58
Id: r1, Group: ragazzi, Belt: blu, Peso: 51
Id: r2, Group: ragazzi, Belt: arancione, Peso: 41
Id: r3, Group: ragazzi, Belt: nera, Peso: 59
Id: r4, Group: ragazzi, Belt: bianca, Peso: 53
Id: r5, Group: ragazzi, Belt: gialla, Peso: 54
Id: r6, Group: ragazzi, Belt: gialla, Peso: 54
Id: r7, Group: ragazzi, Belt: nera, Peso: 41
Id: r8, Group: ragazzi, Belt: bianca, Peso: 51
Id: r9, Group: ragazzi, Belt: blu, Peso: 58
Id: r10, Group: ragazzi, Belt: arancione, Peso: 41
Id: r11, Group: ragazzi, Belt: arancione, Peso: 50
Id: r12, Group: ragazzi, Belt: gialla, Peso: 65
Id: r13, Group: ragazzi, Belt: gialla, Peso: 53
Id: r14, Group: ragazzi, Belt: bianca, Peso: 70
Id: r15, Group: ragazzi, Belt: arancione, Peso: 70
Id: r16, Group: ragazzi, Belt: verde, Peso: 66
Id: r17, Group: ragazzi, Belt: bianca, Peso: 59
Id: r18, Group: ragazzi, Belt: bianca, Peso: 41
Id: r19, Group: ragazzi, Belt: bianca, Peso: 49
Id: r20, Group: ragazzi, Belt: arancione, Peso: 44
Id: r21, Group: ragazzi, Belt: nera, Peso: 44
Id: r22, Group: ragazzi, Belt: bianca, Peso: 48
Id: r23, Group: ragazzi, Belt: verde, Peso: 68
Id: r24, Group: ragazzi, Belt: marrone, Peso: 61
Id: r25, Group: ragazzi, Belt: verde, Peso: 47
Id: r26, Group: ragazzi, Belt: arancione, Peso: 66
Id: r27, Group: ragazzi, Belt: bianca, Peso: 41
Id: r28, Group: ragazzi, Belt: gialla, Peso: 46
Id: r29, Group: ragazzi, Belt: gialla, Peso: 41
Id: r30, Group: ragazzi, Belt: marrone, Peso: 45
Id: r31, Group: ragazzi, Belt: marrone, Peso: 56
Id: r32, Group: ragazzi, Belt: bianca, Peso: 41
Id: r33, Group: ragazzi, Belt: gialla, Peso: 62
Id: r34, Group: ragazzi, Belt: blu, Peso: 63
Id: b1, Group: bambini, Belt: gialla, Peso: 35
Id: b2, Group: bambini, Belt: bianca, Peso: 27
Id: b3, Group: bambini, Belt: marrone, Peso: 28
Id: b4, Group: bambini, Belt: blu, Peso: 40
Id: b5, Group: bambini, Belt: verde, Peso: 18
Id: b6, Group: bambini, Belt: gialla, Peso: 29
Id: b7, Group: bambini, Belt: nera, Peso: 31
Id: b8, Group: bambini, Belt: blu, Peso: 22
Id: b9, Group: bambini, Belt: blu, Peso: 30
Id: b10, Group: bambini, Belt: bianca, Peso: 20
Id: b11, Group: bambini, Belt: marrone, Peso: 26
Id: b12, Group: bambini, Belt: gialla, Peso: 31
Id: b13, Group: bambini, Belt: blu, Peso: 17
Id: b14, Group: bambini, Belt: nera, Peso: 20
Id: b15, Group: bambini, Belt: blu, Peso: 20
Id: b16, Group: bambini, Belt: blu, Peso: 24
Id: b17, Group: bambini, Belt: gialla, Peso: 12
Id: b18, Group: bambini, Belt: bianca, Peso: 14
Id: b19, Group: bambini, Belt: blu, Peso: 35
Id: b20, Group: bambini, Belt: gialla, Peso: 36
Id: b21, Group: bambini, Belt: marrone, Peso: 27
Id: b22, Group: bambini, Belt: nera, Peso: 19
Id: b23, Group: bambini, Belt: arancione, Peso: 28
Id: b24, Group: bambini, Belt: verde, Peso: 27
Id: b25, Group: bambini, Belt: verde, Peso: 19
Id: b26, Group: bambini, Belt: arancione, Peso: 17
Id: b27, Group: bambini, Belt: verde, Peso: 18
Id: b28, Group: bambini, Belt: blu, Peso: 30
Id: b29, Group: bambini, Belt: nera, Peso: 32
Id: b30, Group: bambini, Belt: nera, Peso: 32
Id: b31, Group: bambini, Belt: bianca, Peso: 32
Id: b32, Group: bambini, Belt: arancione, Peso: 20
Id: b33, Group: bambini, Belt: verde, Peso: 26
Id: b34, Group: bambini, Belt: blu, Peso: 28
Id: b35, Group: bambini, Belt: bianca, Peso: 12
Id: b36, Group: bambini, Belt: marrone, Peso: 34
Id: b37, Group: bambini, Belt: gialla, Peso: 21
Id: b38, Group: bambini, Belt: bianca, Peso: 32
Id: b39, Group: bambini, Belt: marrone, Peso: 34
Id: b40, Group: bambini, Belt: marrone, Peso: 17
