Id: a1, Group: adulti, Belt: blu, Peso: 68
Id: a2, Group: adulti, Belt: marrone, Peso: 93
Id: a3, Group: adulti, Belt: marrone, Peso: 91
Id: a4, Group: adulti, Belt: arancione, Peso: 67
Id: a5, Group: adulti, Belt: blu, Peso: 52
Id: a6, Group: adulti, Belt: gialla, Peso: 65
Id: a7, Group: adulti, Belt: gialla, Peso: 83
Id: a8, Group: adulti, Belt: gialla, Peso: 66
Id: a9, Group: adulti, Belt: gialla, Peso: 84
Id: a10, Group: adulti, Belt: verde, Peso: 94
Id: a11, Group: adulti, Belt: verde, Peso: 95
Id: a12, Group: adulti, Belt: blu, Peso: 59
Id: a13, Group: adulti, Belt: marrone, Peso: 64
Id: a14, Group: adulti, Belt: bianca, Peso: 81
Id: a15, Group: adulti, Belt: nera, Peso: 79
Id: a16, Group: adulti, Belt: bianca, Peso: 78
Id: a17, Group: adulti, Belt: verde, Peso: 96
Id: a18, Group: adulti, Belt: blu, Peso: 93
Id: a19, Group: adulti, Belt: marrone, Peso: 80
Id: a20, Group: adulti, Belt: nera, Peso: 77
Id: a21, Group: adulti, Belt: bianca, Peso: 58
Id: a22, Group: adulti, Belt: marrone, Peso: 68
Id: a23, Group: adulti, Belt: marrone, Peso: 83
Id: a24, Group: adulti, Belt: nera, Peso: 87
Id: a25, Group: adulti, Belt: gialla, Peso: 98
Id: a26, Group: adulti, Belt: nera, Peso: 83
Id: r1, Group: ragazzi, Belt: marrone, Peso: 66
Id: r2, Group: ragazzi, Belt: nera, Peso: 48
Id: r3, Group: ragazzi, Belt: marrone, Peso: 51
Id: r4, Group: ragazzi, Belt: bianca, Peso: 58
Id: r5, Group: ragazzi, Belt: gialla, Peso: 43
Id: r6, Group: ragazzi, Belt: gialla, Peso: 61
Id: r7, Group: ragazzi, Belt: verde, Peso: 56
Id: r8, Group: ragazzi, Belt: arancione, Peso: 60
Id: r9, Group: ragazzi, Belt: arancione, Peso: 70
Id: r10, Group: ragazzi, Belt: bianca, Peso: 64
Id: r11, Group: ragazzi, Belt: nera, Peso: 68
Id: r12, Group: ragazzi, Belt: nera, Peso: 40
Id: r13, Group: ragazzi, Belt: bianca, Peso: 47
Id: r14, Group: ragazzi, Belt: bianca, Peso: 57
Id: r15, Group: ragazzi, Belt: arancione, Peso: 66
Id: r16, Group: ragazzi, Belt: verde, Peso: 53
Id: r17, Group: ragazzi, Belt: gialla, Peso: 45
Id: r18, Group: ragazzi, Belt: bianca, Peso: 52
Id: r19, Group: ragazzi, Belt: arancione, Peso: 40
Id: r20, Group: ragazzi, Belt: nera, Peso: 49
Id: r21, Group: ragazzi, Belt: gialla, Peso: 59
Id: r22, Group: ragazzi, Belt: gialla, Peso: 65
Id: r23, Group: ragazzi, Belt: arancione, Peso: 58
Id: r24, Group: ragazzi, Belt: verde, Peso: 63
Id: r25, Group: ragazzi, Belt: bianca, Peso: 41
Id: r26, Group: ragazzi, Belt: gialla, Peso: 54
Id: r27, Group: ragazzi, Belt: verde, Peso: 44
Id: r28, Group: ragazzi, Belt: blu, Peso: 45
Id: r29, Group: ragazzi, Belt: blu, Peso: 41
Id: r30, Group: ragazzi, Belt: marrone, Peso: 51
Id: r31, Group: ragazzi, Belt: blu, Peso: 54
Id: r32, Group: ragazzi, Belt: arancione, Peso: 54
Id: r33, Group: ragazzi, Belt: bianca, Peso: 45
Id: r34, Group: ragazzi, Belt: verde, Peso: 44
Id: b1, Group: bambini, Belt: bianca, Peso: 27
Id: b2, Group: bambini, Belt: gialla, Peso: 13
Id: b3, Group: bambini, Belt: marrone, Peso: 28
Id: b4, Group: bambini, Belt: verde, Peso: 34
Id: b5, Group: bambini, Belt: verde, Peso: 37
Id: b6, Group: bambini, Belt: marrone, Peso: 31
Id: b7, Group: bambini, Belt: bianca, Peso: 40
Id: b8, Group: bambini, Belt: marrone, Peso: 16
Id: b9, Group: bambini, Belt: arancione, Peso: 26
Id: b10, Group: bambini, Belt: nera, Peso: 23
Id: b11, Group: bambini, Belt: arancione, Peso: 12
Id: b12, Group: bambini, Belt: bianca, Peso: 25
Id: b13, Group: bambini, Belt: arancione, Peso: 39
Id: b14, Group: bambini, Belt: nera, Peso: 40
Id: b15, Group: bambini, Belt: bianca, Peso: 32
Id: b16, Group: bambini, Belt: nera, Peso: 39
Id: b17, Group: bambini, Belt: bianca, Peso: 13
Id: b18, Group: bambini, Belt: gialla, Peso: 29
Id: b19, Group: bambini, Belt: nera, Peso: 21
Id: b20, Group: bambini, Belt: nera, Peso: 36
Id: b21, Group: bambini, Belt: verde, Peso: 28
Id: b22, Group: bambini, Belt: bianca, Peso: 22
Id: b23, Group: bambini, Belt: blu, Peso: 39
Id: b24, Group: bambini, Belt: verde, Peso: 22
Id: b25, Group: bambini, Belt: gialla, Peso: 29
Id: b26, Group: bambini, Belt: arancione, Peso: 22
Id: b27, Group: bambini, Belt: gialla, Peso: 26
Id: b28, Group: bambini, Belt: arancione, Peso: 24
Id: b29, Group: bambini, Belt: marrone, Peso: 11
Id: b30, Group: bambini, Belt: gialla, Peso: 10
Id: b31, Group: bambini, Belt: marrone, Peso: 40
Id: b32, Group: bambini, Belt: marrone, Peso: 32
Id: b33, Group: bambini, Belt: verde, Peso: 11
Id: b34, Group: bambini, Belt: nera, Peso: 39
