Id: a1, Group: adulti, Belt: nera, Peso: 93
Id: a2, Group: adulti, Belt: nera, Peso: 55
Id: a3, Group: adulti, Belt: nera, Peso: 73
Id: a4, Group: adulti, Belt: gialla, Peso: 55
Id: a5, Group: adulti, Belt: verde, Peso: 87
Id: a6, Group: adulti, Belt: gialla, Peso: 58
Id: a7, Group: adulti, Belt: bianca, Peso: 84
Id: a8, Group: adulti, Belt: marrone, Peso: 78
Id: a9, Group: adulti, Belt: arancione, Peso: 63
Id: a10, Group: adulti, Belt: marrone, Peso: 96
Id: a11, Group: adulti, Belt: nera, Peso: 90
Id: a12, Group: adulti, Belt: marrone, Peso: 90
Id: a13, Group: adulti, Belt: marrone, Peso: 83
Id: a14, Group: adulti, Belt: arancione, Peso: 85
Id: a15, Group: adulti, Belt: blu, Peso: 90
Id: a16, Group: adulti, Belt: marrone, Peso: 83
Id: a17, Group: adulti, Belt: arancione, Peso: 87
Id: a18, Group: adulti, Belt: nera, Peso: 65
Id: a19, Group: adulti, Belt: marrone, Peso: 61
Id: a20, Group: adulti, Belt: verde, Peso: 88
Id: a21, Group: adulti, Belt: arancione, Peso: 87
Id: a22, Group: adulti, Belt: verde, Peso: 87
Id: a23, Group: adulti, Belt: arancione, Peso: 71
Id: a24, Group: adulti, Belt: blu, Peso: 67
Id: a25, Group: adulti, Belt: gialla, Peso: 94
Id: a26, Group: adulti, Belt: marrone, Peso: 95
Id: r1, Group: ragazzi, Belt: blu, Peso: 64
Id: r2, Group: ragazzi, Belt: nera, Peso: 42
Id: r3, Group: ragazzi, Belt: gialla, Peso: 69
Id: r4, Group: ragazzi, Belt: marrone, Peso: 67
Id: r5, Group: ragazzi, Belt: arancione, Peso: 44
Id: r6, Group: ragazzi, Belt: arancione, Peso: 70
Id: r7, Group: ragazzi, Belt: arancione, Peso: 65
Id: r8, Group: ragazzi, Belt: blu, Peso: 52
Id: r9, Group: ragazzi, Belt: nera, Peso: 70
Id: r10, Group: ragazzi, Belt: marrone, Peso: 61
