Id: a1, Group: adulti, Belt: nera, Peso: 60
Id: a2, Group: adulti, Belt: blu, Peso: 74
Id: a3, Group: adulti, Belt: blu, Peso: 94
Id: a4, Group: adulti, Belt: arancione, Peso: 56
Id: a5, Group: adulti, Belt: nera, Peso: 79
Id: a6, Group: adulti, Belt: blu, Peso: 83
Id: a7, Group: adulti, Belt: nera, Peso: 93
Id: a8, Group: adulti, Belt: bianca, Peso: 80
Id: a9, Group: adulti, Belt: verde, Peso: 57
Id: a10, Group: adulti, Belt: marrone, Peso: 76
Id: a11, Group: adulti, Belt: marrone, Peso: 88
Id: a12, Group: adulti, Belt: arancione, Peso: 57
Id: a13, Group: adulti, Belt: bianca, Peso: 60
Id: a14, Group: adulti, Belt: gialla, Peso: 94
Id: a15, Group: adulti, Belt: verde, Peso: 58
Id: a16, Group: adulti, Belt: marrone, Peso: 77
Id: a17, Group: adulti, Belt: arancione, Peso: 57
Id: a18, Group: adulti, Belt: gialla, Peso: 79
Id: a19, Group: adulti, Belt: nera, Peso: 82
Id: a20, Group: adulti, Belt: blu, Peso: 96
Id: a21, Group: adulti, Belt: marrone, Peso: 88
Id: a22, Group: adulti, Belt: verde, Peso: 82
Id: a23, Group: adulti, Belt: arancione, Peso: 91
Id: a24, Group: adulti, Belt: marrone, Peso: 74
Id: a25, Group: adulti, Belt: marrone, Peso: 64
Id: a26, Group: adulti, Belt: gialla, Peso: 85
Id: r1, Group: ragazzi, Belt: arancione, Peso: 40
Id: r2, Group: ragazzi, Belt: marrone, Peso: 48
Id: r3, Group: ragazzi, Belt: gialla, Peso: 54
Id: r4, Group: ragazzi, Belt: marrone, Peso: 58
Id: r5, Group: ragazzi, Belt: marrone, Peso: 65
Id: r6, Group: ragazzi, Belt: arancione, Peso: 48
Id: r7, Group: ragazzi, Belt: nera, Peso: 56
Id: r8, Group: ragazzi, Belt: bianca, Peso: 43
Id: r9, Group: ragazzi, Belt: gialla, Peso: 64
Id: r10, Group: ragazzi, Belt: marrone, Peso: 70
Id: r11, Group: ragazzi, Belt: nera, Peso: 52
Id: r12, Group: ragazzi, Belt: nera, Peso: 47
Id: r13, Group: ragazzi, Belt: verde, Peso: 70
Id: r14, Group: ragazzi, Belt: bianca, Peso: 62
Id: r15, Group: ragazzi, Belt: arancione, Peso: 45
Id: r16, Group: ragazzi, Belt: bianca, Peso: 68
Id: r17, Group: ragazzi, Belt: bianca, Peso: 51
Id: r18, Group: ragazzi, Belt: verde, Peso: 57
Id: r19, Group: ragazzi, Belt: gialla, Peso: 55
Id: r20, Group: ragazzi, Belt: bianca, Peso: 50
Id: r21, Group: ragazzi, Belt: bianca, Peso: 64
Id: r22, Group: ragazzi, Belt: blu, Peso: 64
Id: r23, Group: ragazzi, Belt: arancione, Peso: 46
Id: r24, Group: ragazzi, Belt: marrone, Peso: 50
Id: r25, Group: ragazzi, Belt: blu, Peso: 54
Id: r26, Group: ragazzi, Belt: arancione, Peso: 44
Id: r27, Group: ragazzi, Belt: nera, Peso: 50
Id: r28, Group: ragazzi, Belt: arancione, Peso: 58
Id: r29, Group: ragazzi, Belt: blu, Peso: 53
Id: r30, Group: ragazzi, Belt: gialla, Peso: 49
Id: r31, Group: ragazzi, Belt: arancione, Peso: 46
Id: r32, Group: ragazzi, Belt: marrone, Peso: 66
Id: r33, Group: ragazzi, Belt: arancione, Peso: 52
Id: r34, Group: ragazzi, Belt: verde, Peso: 67
Id: b1, Group: bambini, Belt: bianca, Peso: 36
Id: b2, Group: bambini, Belt: verde, Peso: 20
Id: b3, Group: bambini, Belt: nera, Peso: 28
Id: b4, Group: bambini, Belt: gialla, Peso: 21
Id: b5, Group: bambini, Belt: verde, Peso: 19
Id: b6, Group: bambini, Belt: gialla, Peso: 16
Id: b7, Group: bambini, Belt: gialla, Peso: 11
Id: b8, Group: bambini, Belt: arancione, Peso: 24
Id: b9, Group: bambini, Belt: blu, Peso: 12
Id: b10, Group: bambini, Belt: gialla, Peso: 15
Id: b11, Group: bambini, Belt: verde, Peso: 14
Id: b12, Group: bambini, Belt: nera, Peso: 19
Id: b13, Group: bambini, Belt: marrone, Peso: 23
Id: b14, Group: bambini, Belt: arancione, Peso: 15
Id: b15, Group: bambini, Belt: blu, Peso: 14
Id: b16, Group: bambini, Belt: marrone, Peso: 40
Id: b17, Group: bambini, Belt: marrone, Peso: 31
Id: b18, Group: bambini, Belt: marrone, Peso: 31
Id: b19, Group: bambini, Belt: gialla, Peso: 21
Id: b20, Group: bambini, Belt: gialla, Peso: 26
Id: b21, Group: bambini, Belt: marrone, Peso: 38
Id: b22, Group: bambini, Belt: marrone, Peso: 15
