Id: a1, Group: adulti, Belt: bianca, Peso: 52
Id: a2, Group: adulti, Belt: verde, Peso: 69
Id: a3, Group: adulti, Belt: bianca, Peso: 71
Id: a4, Group: adulti, Belt: gialla, Peso: 59
Id: a5, Group: adulti, Belt: marrone, Peso: 82
Id: a6, Group: adulti, Belt: blu, Peso: 97
Id: a7, Group: adulti, Belt: blu, Peso: 53
Id: a8, Group: adulti, Belt: arancione, Peso: 89
Id: a9, Group: adulti, Belt: arancione, Peso: 75
Id: a10, Group: adulti, Belt: blu, Peso: 69
Id: a11, Group: adulti, Belt: gialla, Peso: 64
Id: a12, Group: adulti, Belt: blu, Peso: 52
Id: a13, Group: adulti, Belt: arancione, Peso: 69
Id: a14, Group: adulti, Belt: blu, Peso: 58
Id: a15, Group: adulti, Belt: blu, Peso: 76
Id: a16, Group: adulti, Belt: blu, Peso: 80
Id: a17, Group: adulti, Belt: verde, Peso: 84
Id: a18, Group: adulti, Belt: marrone, Peso: 77
Id: a19, Group: adulti, Belt: verde, Peso: 60
Id: a20, Group: adulti, Belt: verde, Peso: 59
Id: a21, Group: adulti, Belt: gialla, Peso: 99
Id: a22, Group: adulti, Belt: nera, Peso: 62
Id: a23, Group: adulti, Belt: nera, Peso: 69
Id: a24, Group: adulti, Belt: marrone, Peso: 88
Id: a25, Group: adulti, Belt: marrone, Peso: 60
Id: a26, Group: adulti, Belt: arancione, Peso: 59
Id: r1, Group: ragazzi, Belt: arancione, Peso: 51
Id: r2, Group: ragazzi, Belt: nera, Peso: 46
Id: r3, Group: ragazzi, Belt: verde, Peso: 54
Id: r4, Group: ragazzi, Belt: marrone, Peso: 63
Id: r5, Group: ragazzi, Belt: gialla, Peso: 50
Id: r6, Group: ragazzi, Belt: arancione, Peso: 55
Id: r7, Group: ragazzi, Belt: gialla, Peso: 61
Id: r8, Group: ragazzi, Belt: verde, Peso: 52
Id: r9, Group: ragazzi, Belt: verde, Peso: 53
Id: r10, Group: ragazzi, Belt: blu, Peso: 50
Id: r11, Group: ragazzi, Belt: nera, Peso: 65
Id: r12, Group: ragazzi, Belt: verde, Peso: 65
Id: r13, Group: ragazzi, Belt: marrone, Peso: 52
Id: r14, Group: ragazzi, Belt: nera, Peso: 68
Id: r15, Group: ragazzi, Belt: blu, Peso: 57
Id: r16, Group: ragazzi, Belt: bianca, Peso: 63
Id: r17, Group: ragazzi, Belt: bianca, Peso: 64
Id: r18, Group: ragazzi, Belt: blu, Peso: 47
Id: r19, Group: ragazzi, Belt: verde, Peso: 59
Id: r20, Group: ragazzi, Belt: marrone, Peso: 69
Id: r21, Group: ragazzi, Belt: nera, Peso: 57
Id: r22, Group: ragazzi, Belt: blu, Peso: 43
Id: r23, Group: ragazzi, Belt: gialla, Peso: 66
Id: r24, Group: ragazzi, Belt: blu, Peso: 49
Id: r25, Group: ragazzi, Belt: verde, Peso: 43
Id: r26, Group: ragazzi, Belt: marrone, Peso: 53
Id: r27, Group: ragazzi, Belt: gialla, Peso: 45
Id: r28, Group: ragazzi, Belt: bianca, Peso: 52
Id: r29, Group: ragazzi, Belt: marrone, Peso: 48
Id: r30, Group: ragazzi, Belt: bianca, Peso: 52
Id: r31, Group: ragazzi, Belt: verde, Peso: 47
Id: r32, Group: ragazzi, Belt: marrone, Peso: 68
Id: r33, Group: ragazzi, Belt: blu, Peso: 51
Id: r34, Group: ragazzi, Belt: gialla, Peso: 67
Id: b1, Group: bambini, Belt: bianca, Peso: 21
Id: b2, Group: bambini, Belt: arancione, Peso: 18
Id: b3, Group: bambini, Belt: bianca, Peso: 15
Id: b4, Group: bambini, Belt: blu, Peso: 12
Id: b5, Group: bambini, Belt: bianca, Peso: 17
Id: b6, Group: bambini, Belt: bianca, Peso: 30
Id: b7, Group: bambini, Belt: gialla, Peso: 32
Id: b8, Group: bambini, Belt: arancione, Peso: 35
Id: b9, Group: bambini, Belt: nera, Peso: 40
Id: b10, Group: bambini, Belt: arancione, Peso: 33
Id: b11, Group: bambini, Belt: nera, Peso: 18
Id: b12, Group: bambini, Belt: bianca, Peso: 37
Id: b13, Group: bambini, Belt: gialla, Peso: 26
Id: b14, Group: bambini, Belt: marrone, Peso: 24
Id: b15, Group: bambini, Belt: marrone, Peso: 19
Id: b16, Group: bambini, Belt: marrone, Peso: 16
Id: b17, Group: bambini, Belt: bianca, Peso: 28
Id: b18, Group: bambini, Belt: gialla, Peso: 22
Id: b19, Group: bambini, Belt: bianca, Peso: 28
Id: b20, Group: bambini, Belt: gialla, Peso: 28
Id: b21, Group: bambini, Belt: marrone, Peso: 29
Id: b22, Group: bambini, Belt: nera, Peso: 37
Id: b23, Group: bambini, Belt: verde, Peso: 28
Id: b24, Group: bambini, Belt: marrone, Peso: 39
Id: b25, Group: bambini, Belt: nera, Peso: 25
Id: b26, Group: bambini, Belt: arancione, Peso: 26
Id: b27, Group: bambini, Belt: verde, Peso: 34
Id: b28, Group: bambini, Belt: verde, Peso: 20
Id: b29, Group: bambini, Belt: nera, Peso: 19
Id: b30, Group: bambini, Belt: blu, Peso: 24
Id: b31, Group: bambini, Belt: nera, Peso: 18
Id: b32, Group: bambini, Belt: arancione, Peso: 15
Id: b33, Group: bambini, Belt: verde, Peso: 32
Id: b34, Group: bambini, Belt: blu, Peso: 38
Id: b35, Group: bambini, Belt: marrone, Peso: 32
Id: b36, Group: bambini, Belt: verde, Peso: 14
Id: b37, Group: bambini, Belt: marrone, Peso: 20
Id: b38, Group: bambini, Belt: verde, Peso: 30
Id: b39, Group: bambini, Belt: gialla, Peso: 32
Id: b40, Group: bambini, Belt: nera, Peso: 28
