Id: a1, Group: adulti, Belt: arancione, Peso: 66
Id: a2, Group: adulti, Belt: gialla, Peso: 52
Id: a3, Group: adulti, Belt: arancione, Peso: 83
Id: a4, Group: adulti, Belt: gialla, Peso: 53
Id: a5, Group: adulti, Belt: blu, Peso: 97
Id: a6, Group: adulti, Belt: marrone, Peso: 50
Id: a7, Group: adulti, Belt: gialla, Peso: 89
Id: a8, Group: adulti, Belt: bianca, Peso: 65
Id: a9, Group: adulti, Belt: arancione, Peso: 77
Id: a10, Group: adulti, Belt: blu, Peso: 67
Id: a11, Group: adulti, Belt: gialla, Peso: 50
Id: a12, Group: adulti, Belt: gialla, Peso: 70
Id: a13, Group: adulti, Belt: arancione, Peso: 97
Id: a14, Group: adulti, Belt: arancione, Peso: 51
Id: a15, Group: adulti, Belt: blu, Peso: 86
Id: a16, Group: adulti, Belt: bianca, Peso: 58
Id: a17, Group: adulti, Belt: gialla, Peso: 85
Id: a18, Group: adulti, Belt: nera, Peso: 59
Id: a19, Group: adulti, Belt: verde, Peso: 96
Id: a20, Group: adulti, Belt: arancione, Peso: 66
Id: a21, Group: adulti, Belt: marrone, Peso: 65
Id: a22, Group: adulti, Belt: nera, Peso: 93
Id: a23, Group: adulti, Belt: arancione, Peso: 74
Id: a24, Group: adulti, Belt: verde, Peso: 66
Id: a25, Group: adulti, Belt: arancione, Peso: 83
Id: a26, Group: adulti, Belt: bianca, Peso: 79
Id: r1, Group: ragazzi, Belt: nera, Peso: 66
Id: r2, Group: ragazzi, Belt: arancione, Peso: 65
Id: r3, Group: ragazzi, Belt: bianca, Peso: 47
Id: r4, Group: ragazzi, Belt: blu, Peso: 70
Id: r5, Group: ragazzi, Belt: bianca, Peso: 56
Id: r6, Group: ragazzi, Belt: arancione, Peso: 61
Id: r7, Group: ragazzi, Belt: gialla, Peso: 41
Id: r8, Group: ragazzi, Belt: verde, Peso: 62
Id: r9, Group: ragazzi, Belt: bianca, Peso: 68
Id: r10, Group: ragazzi, Belt: marrone, Peso: 44
Id: r11, Group: ragazzi, Belt: marrone, Peso: 58
Id: r12, Group: ragazzi, Belt: marrone, Peso: 46
Id: r13, Group: ragazzi, Belt: nera, Peso: 53
Id: r14, Group: ragazzi, Belt: nera, Peso: 48
Id: r15, Group: ragazzi, Belt: bianca, Peso: 59
Id: r16, Group: ragazzi, Belt: verde, Peso: 54
Id: r17, Group: ragazzi, Belt: bianca, Peso: 42
Id: r18, Group: ragazzi, Belt: nera, Peso: 49
Id: r19, Group: ragazzi, Belt: verde, Peso: 40
Id: r20, Group: ragazzi, Belt: blu, Peso: 70
Id: r21, Group: ragazzi, Belt: marrone, Peso: 51
Id: r22, Group: ragazzi, Belt: bianca, Peso: 58
Id: r23, Group: ragazzi, Belt: arancione, Peso: 70
Id: r24, Group: ragazzi, Belt: marrone, Peso: 42
Id: r25, Group: ragazzi, Belt: verde, Peso: 48
Id: r26, Group: ragazzi, Belt: arancione, Peso: 60
Id: r27, Group: ragazzi, Belt: verde, Peso: 55
Id: r28, Group: ragazzi, Belt: verde, Peso: 58
Id: r29, Group: ragazzi, Belt: gialla, Peso: 52
Id: r30, Group: ragazzi, Belt: bianca, Peso: 47
Id: r31, Group: ragazzi, Belt: gialla, Peso: 41
Id: r32, Group: ragazzi, Belt: bianca, Peso: 48
Id: r33, Group: ragazzi, Belt: marrone, Peso: 46
Id: r34, Group: ragazzi, Belt: nera, Peso: 49
Id: b1, Group: bambini, Belt: arancione, Peso: 10
Id: b2, Group: bambini, Belt: gialla, Peso: 21
Id: b3, Group: bambini, Belt: verde, Peso: 40
Id: b4, Group: bambini, Belt: nera, Peso: 30
Id: b5, Group: bambini, Belt: blu, Peso: 16
Id: b6, Group: bambini, Belt: bianca, Peso: 15
Id: b7, Group: bambini, Belt: nera, Peso: 21
Id: b8, Group: bambini, Belt: bianca, Peso: 26
