Id: a1, Group: adulti, Belt: bianca, Peso: 87
Id: a2, Group: adulti, Belt: bianca, Peso: 88
Id: a3, Group: adulti, Belt: verde, Peso: 52
Id: a4, Group: adulti, Belt: verde, Peso: 58
Id: a5, Group: adulti, Belt: arancione, Peso: 69
Id: a6, Group: adulti, Belt: marrone, Peso: 79
Id: a7, Group: adulti, Belt: nera, Peso: 52
Id: a8, Group: adulti, Belt: arancione, Peso: 81
Id: a9, Group: adulti, Belt: arancione, Peso: 83
Id: a10, Group: adulti, Belt: bianca, Peso: 73
Id: a11, Group: adulti, Belt: nera, Peso: 81
Id: a12, Group: adulti, Belt: bianca, Peso: 86
Id: a13, Group: adulti, Belt: nera, Peso: 81
Id: a14, Group: adulti, Belt: verde, Peso: 67
Id: a15, Group: adulti, Belt: marrone, Peso: 94
Id: a16, Group: adulti, Belt: verde, Peso: 69
Id: a17, Group: adulti, Belt: blu, Peso: 72
Id: a18, Group: adulti, Belt: arancione, Peso: 90
Id: a19, Group: adulti, Belt: gialla, Peso: 73
Id: a20, Group: adulti, Belt: nera, Peso: 88
Id: a21, Group: adulti, Belt: nera, Peso: 68
Id: a22, Group: adulti, Belt: bianca, Peso: 58
Id: a23, Group: adulti, Belt: bianca, Peso: 55
Id: a24, Group: adulti, Belt: bianca, Peso: 87
Id: a25, Group: adulti, Belt: nera, Peso: 70
Id: a26, Group: adulti, Belt: arancione, Peso: 56
Id: r1, Group: ragazzi, Belt: nera, Peso: 57
Id: r2, Group: ragazzi, Belt: blu, Peso: 68
Id: r3, Group: ragazzi, Belt: nera, Peso: 44
Id: r4, Group: ragazzi, Belt: verde, Peso: 67
Id: r5, Group: ragazzi, Belt: blu, Peso: 69
Id: r6, Group: ragazzi, Belt: verde, Peso: 67
Id: r7, Group: ragazzi, Belt: marrone, Peso: 69
Id: r8, Group: ragazzi, Belt: nera, Peso: 58
Id: r9, Group: ragazzi, Belt: bianca, Peso: 42
Id: r10, Group: ragazzi, Belt: gialla, Peso: 52
Id: r11, Group: ragazzi, Belt: gialla, Peso: 58
Id: r12, Group: ragazzi, Belt: arancione, Peso: 41
Id: r13, Group: ragazzi, Belt: gialla, Peso: 50
Id: r14, Group: ragazzi, Belt: blu, Peso: 58
Id: r15, Group: ragazzi, Belt: verde, Peso: 47
Id: r16, Group: ragazzi, Belt: nera, Peso: 66
Id: r17, Group: ragazzi, Belt: gialla, Peso: 45
