Id: a1, Group: adulti, Belt: nera, Peso: 69
Id: a2, Group: adulti, Belt: gialla, Peso: 58
Id: a3, Group: adulti, Belt: blu, Peso: 100
Id: a4, Group: adulti, Belt: gialla, Peso: 52
Id: a5, Group: adulti, Belt: marrone, Peso: 97
Id: a6, Group: adulti, Belt: marrone, Peso: 72
Id: a7, Group: adulti, Belt: arancione, Peso: 76
Id: a8, Group: adulti, Belt: marrone, Peso: 56
Id: a9, Group: adulti, Belt: blu, Peso: 92
Id: a10, Group: adulti, Belt: bianca, Peso: 96
Id: a11, Group: adulti, Belt: blu, Peso: 56
Id: a12, Group: adulti, Belt: marrone, Peso: 59
Id: a13, Group: adulti, Belt: gialla, Peso: 82
Id: a14, Group: adulti, Belt: nera, Peso: 71
Id: a15, Group: adulti, Belt: verde, Peso: 77
Id: a16, Group: adulti, Belt: blu, Peso: 93
Id: a17, Group: adulti, Belt: marrone, Peso: 77
Id: a18, Group: adulti, Belt: bianca, Peso: 63
Id: a19, Group: adulti, Belt: verde, Peso: 81
Id: a20, Group: adulti, Belt: gialla, Peso: 64
Id: a21, Group: adulti, Belt: nera, Peso: 95
Id: a22, Group: adulti, Belt: gialla, Peso: 61
Id: a23, Group: adulti, Belt: nera, Peso: 75
Id: a24, Group: adulti, Belt: marrone, Peso: 77
Id: a25, Group: adulti, Belt: nera, Peso: 72
Id: a26, Group: adulti, Belt: marrone, Peso: 73
Id: r1, Group: ragazzi, Belt: nera, Peso: 54
Id: r2, Group: ragazzi, Belt: marrone, Peso: 65
Id: r3, Group: ragazzi, Belt: arancione, Peso: 56
Id: r4, Group: ragazzi, Belt: verde, Peso: 57
Id: r5, Group: ragazzi, Belt: blu, Peso: 43
Id: r6, Group: ragazzi, Belt: arancione, Peso: 57
Id: r7, Group: ragazzi, Belt: blu, Peso: 66
Id: r8, Group: ragazzi, Belt: blu, Peso: 41
Id: r9, Group: ragazzi, Belt: blu, Peso: 41
Id: r10, Group: ragazzi, Belt: nera, Peso: 54
Id: r11, Group: ragazzi, Belt: arancione, Peso: 68
Id: r12, Group: ragazzi, Belt: verde, Peso: 44
Id: r13, Group: ragazzi, Belt: arancione, Peso: 60
Id: r14, Group: ragazzi, Belt: bianca, Peso: 47
Id: r15, Group: ragazzi, Belt: verde, Peso: 60
Id: r16, Group: ragazzi, Belt: verde, Peso: 65
Id: r17, Group: ragazzi, Belt: arancione, Peso: 41
Id: r18, Group: ragazzi, Belt: marrone, Peso: 57
Id: r19, Group: ragazzi, Belt: marrone, Peso: 44
Id: r20, Group: ragazzi, Belt: arancione, Peso: 69
Id: r21, Group: ragazzi, Belt: verde, Peso: 60
Id: r22, Group: ragazzi, Belt: arancione, Peso: 65
Id: r23, Group: ragazzi, Belt: nera, Peso: 66
Id: r24, Group: ragazzi, Belt: arancione, Peso: 48
Id: r25, Group: ragazzi, Belt: marrone, Peso: 62
Id: r26, Group: ragazzi, Belt: bianca, Peso: 64
Id: r27, Group: ragazzi, Belt: bianca, Peso: 60
Id: r28, Group: ragazzi, Belt: nera, Peso: 59
Id: r29, Group: ragazzi, Belt: gialla, Peso: 44
Id: r30, Group: ragazzi, Belt: marrone, Peso: 40
Id: r31, Group: ragazzi, Belt: bianca, Peso: 51
Id: r32, Group: ragazzi, Belt: gialla, Peso: 40
Id: r33, Group: ragazzi, Belt: arancione, Peso: 56
Id: r34, Group: ragazzi, Belt: marrone, Peso: 46
Id: b1, Group: bambini, Belt: arancione, Peso: 24
Id: b2, Group: bambini, Belt: blu, Peso: 34
Id: b3, Group: bambini, Belt: marrone, Peso: 19
Id: b4, Group: bambini, Belt: verde, Peso: 27
Id: b5, Group: bambini, Belt: arancione, Peso: 26
Id: b6, Group: bambini, Belt: bianca, Peso: 31
Id: b7, Group: bambini, Belt: nera, Peso: 19
Id: b8, Group: bambini, Belt: arancione, Peso: 25
Id: b9, Group: bambini, Belt: blu, Peso: 36
Id: b10, Group: bambini, Belt: marrone, Peso: 10
Id: b11, Group: bambini, Belt: marrone, Peso: 32
Id: b12, Group: bambini, Belt: bianca, Peso: 21
Id: b13, Group: bambini, Belt: blu, Peso: 19
Id: b14, Group: bambini, Belt: nera, Peso: 38
Id: b15, Group: bambini, Belt: arancione, Peso: 30
Id: b16, Group: bambini, Belt: blu, Peso: 33
Id: b17, Group: bambini, Belt: bianca, Peso: 16
Id: b18, Group: bambini, Belt: arancione, Peso: 16
Id: b19, Group: bambini, Belt: nera, Peso: 21
Id: b20, Group: bambini, Belt: arancione, Peso: 15
Id: b21, Group: bambini, Belt: blu, Peso: 28
Id: b22, Group: bambini, Belt: nera, Peso: 35
Id: b23, Group: bambini, Belt: marrone, Peso: 12
Id: b24, Group: bambini, Belt: bianca, Peso: 25
Id: b25, Group: bambini, Belt: arancione, Peso: 36
Id: b26, Group: bambini, Belt: gialla, Peso: 29
Id: b27, Group: bambini, Belt: verde, Peso: 33
Id: b28, Group: bambini, Belt: marrone, Peso: 31
Id: b29, Group: bambini, Belt: verde, Peso: 13
Id: b30, Group: bambini, Belt: nera, Peso: 37
Id: b31, Group: bambini, Belt: nera, Peso: 29
Id: b32, Group: bambini, Belt: gialla, Peso: 25
Id: b33, Group: bambini, Belt: gialla, Peso: 34
Id: b34, Group: bambini, Belt: blu, Peso: 25
Id: b35, Group: bambini, Belt: arancione, Peso: 36
Id: b36, Group: bambini, Belt: marrone, Peso: 22
