Id: a1, Group: adulti, Belt: nera, Peso: 100
Id: a2, Group: adulti, Belt: nera, Peso: 85
Id: a3, Group: adulti, Belt: arancione, Peso: 50
Id: a4, Group: adulti, Belt: bianca, Peso: 90
Id: a5, Group: adulti, Belt: gialla, Peso: 84
Id: a6, Group: adulti, Belt: marrone, Peso: 56
Id: a7, Group: adulti, Belt: marrone, Peso: 94
Id: a8, Group: adulti, Belt: marrone, Peso: 84
Id: a9, Group: adulti, Belt: gialla, Peso: 53
Id: a10, Group: adulti, Belt: bianca, Peso: 79
Id: a11, Group: adulti, Belt: gialla, Peso: 71
Id: a12, Group: adulti, Belt: verde, Peso: 51
Id: a13, Group: adulti, Belt: arancione, Peso: 84
Id: a14, Group: adulti, Belt: verde, Peso: 88
Id: a15, Group: adulti, Belt: blu, Peso: 60
Id: a16, Group: adulti, Belt: nera, Peso: 93
Id: a17, Group: adulti, Belt: marrone, Peso: 79
Id: a18, Group: adulti, Belt: blu, Peso: 72
Id: a19, Group: adulti, Belt: gialla, Peso: 73
Id: a20, Group: adulti, Belt: blu, Peso: 70
Id: a21, Group: adulti, Belt: marrone, Peso: 98
Id: a22, Group: adulti, Belt: verde, Peso: 96
Id: a23, Group: adulti, Belt: marrone, Peso: 90
Id: a24, Group: adulti, Belt: verde, Peso: 99
Id: a25, Group: adulti, Belt: blu, Peso: 92
Id: a26, Group: adulti, Belt: blu, Peso: 88
Id: r1, Group: ragazzi, Belt: gialla, Peso: 56
Id: r2, Group: ragazzi, Belt: bianca, Peso: 54
Id: r3, Group: ragazzi, Belt: blu, Peso: 48
Id: r4, Group: ragazzi, Belt: gialla, Peso: 45
Id: r5, Group: ragazzi, Belt: nera, Peso: 65
Id: r6, Group: ragazzi, Belt: bianca, Peso: 64
Id: r7, Group: ragazzi, Belt: bianca, Peso: 70
Id: r8, Group: ragazzi, Belt: nera, Peso: 40
Id: r9, Group: ragazzi, Belt: verde, Peso: 56
Id: r10, Group: ragazzi, Belt: gialla, Peso: 46
Id: r11, Group: ragazzi, Belt: gialla, Peso: 52
Id: r12, Group: ragazzi, Belt: gialla, Peso: 66
Id: r13, Group: ragazzi, Belt: nera, Peso: 57
Id: r14, Group: ragazzi, Belt: nera, Peso: 43
Id: r15, Group: ragazzi, Belt: verde, Peso: 55
Id: r16, Group: ragazzi, Belt: verde, Peso: 48
Id: r17, Group: ragazzi, Belt: nera, Peso: 54
Id: r18, Group: ragazzi, Belt: blu, Peso: 64
Id: r19, Group: ragazzi, Belt: verde, Peso: 42
Id: r20, Group: ragazzi, Belt: nera, Peso: 55
Id: r21, Group: ragazzi, Belt: verde, Peso: 67
Id: r22, Group: ragazzi, Belt: gialla, Peso: 59
Id: r23, Group: ragazzi, Belt: verde, Peso: 48
Id: r24, Group: ragazzi, Belt: blu, Peso: 61
Id: r25, Group: ragazzi, Belt: marrone, Peso: 70
Id: r26, Group: ragazzi, Belt: nera, Peso: 62
Id: r27, Group: ragazzi, Belt: verde, Peso: 45
Id: r28, Group: ragazzi, Belt: blu, Peso: 52
Id: r29, Group: ragazzi, Belt: blu, Peso: 43
Id: r30, Group: ragazzi, Belt: marrone, Peso: 58
Id: r31, Group: ragazzi, Belt: verde, Peso: 48
Id: r32, Group: ragazzi, Belt: blu, Peso: 40
Id: r33, Group: ragazzi, Belt: marrone, Peso: 58
Id: r34, Group: ragazzi, Belt: blu, Peso: 70
Id: b1, Group: bambini, Belt: blu, Peso: 20
