Id: a1, Group: adulti, Belt: marrone, Peso: 51
Id: a2, Group: adulti, Belt: blu, Peso: 76
Id: a3, Group: adulti, Belt: nera, Peso: 51
Id: a4, Group: adulti, Belt: arancione, Peso: 88
Id: a5, Group: adulti, Belt: gialla, Peso: 63
Id: a6, Group: adulti, Belt: blu, Peso: 90
Id: a7, Group: adulti, Belt: bianca, Peso: 90
Id: a8, Group: adulti, Belt: arancione, Peso: 65
Id: a9, Group: adulti, Belt: verde, Peso: 99
Id: a10, Group: adulti, Belt: nera, Peso: 98
Id: a11, Group: adulti, Belt: marrone, Peso: 66
Id: a12, Group: adulti, Belt: nera, Peso: 62
Id: a13, Group: adulti, Belt: verde, Peso: 88
Id: a14, Group: adulti, Belt: bianca, Peso: 74
Id: a15, Group: adulti, Belt: arancione, Peso: 50
Id: a16, Group: adulti, Belt: blu, Peso: 68
Id: a17, Group: adulti, Belt: nera, Peso: 81
Id: a18, Group: adulti, Belt: nera, Peso: 51
Id: a19, Group: adulti, Belt: blu, Peso: 84
Id: a20, Group: adulti, Belt: nera, Peso: 87
Id: a21, Group: adulti, Belt: blu, Peso: 61
Id: a22, Group: adulti, Belt: marrone, Peso: 62
Id: a23, Group: adulti, Belt: bianca, Peso: 55
Id: a24, Group: adulti, Belt: nera, Peso: 59
Id: a25, Group: adulti, Belt: verde, Peso: 81
Id: a26, Group: adulti, Belt: arancione, Peso: 93
Id: r1, Group: ragazzi, Belt: verde, Peso: 66
Id: r2, Group: ragazzi, Belt: nera, Peso: 56
Id: r3, Group: ragazzi, Belt: blu, Peso: 45
Id: r4, Group: ragazzi, Belt: arancione, Peso: 45
Id: r5, Group: ragazzi, Belt: gialla, Peso: 60
Id: r6, Group: ragazzi, Belt: gialla, Peso: 41
Id: r7, Group: ragazzi, Belt: arancione, Peso: 69
Id: r8, Group: ragazzi, Belt: blu, Peso: 69
Id: r9, Group: ragazzi, Belt: verde, Peso: 65
Id: r10, Group: ragazzi, Belt: verde, Peso: 43
Id: r11, Group: ragazzi, Belt: gialla, Peso: 69
Id: r12, Group: ragazzi, Belt: verde, Peso: 44
Id: r13, Group: ragazzi, Belt: bianca, Peso: 70
Id: r14, Group: ragazzi, Belt: marrone, Peso: 55
Id: r15, Group: ragazzi, Belt: nera, Peso: 54
Id: r16, Group: ragazzi, Belt: gialla, Peso: 66
Id: r17, Group: ragazzi, Belt: arancione, Peso: 65
Id: r18, Group: ragazzi, Belt: arancione, Peso: 66
Id: r19, Group: ragazzi, Belt: marrone, Peso: 54
Id: r20, Group: ragazzi, Belt: gialla, Peso: 44
Id: r21, Group: ragazzi, Belt: marrone, Peso: 63
Id: r22, Group: ragazzi, Belt: bianca, Peso: 40
Id: r23, Group: ragazzi, Belt: gialla, Peso: 45
Id: r24, Group: ragazzi, Belt: bianca, Peso: 43
Id: r25, Group: ragazzi, Belt: arancione, Peso: 60
Id: r26, Group: ragazzi, Belt: nera, Peso: 48
Id: r27, Group: ragazzi, Belt: nera, Peso: 70
Id: r28, Group: ragazzi, Belt: bianca, Peso: 58
Id: r29, Group: ragazzi, Belt: verde, Peso: 62
Id: r30, Group: ragazzi, Belt: verde, Peso: 53
Id: r31, Group: ragazzi, Belt: blu, Peso: 50
Id: r32, Group: ragazzi, Belt: bianca, Peso: 43
Id: r33, Group: ragazzi, Belt: bianca, Peso: 59
Id: r34, Group: ragazzi, Belt: marrone, Peso: 68
Id: b1, Group: bambini, Belt: gialla, Peso: 27
Id: b2, Group: bambini, Belt: bianca, Peso: 36
Id: b3, Group: bambini, Belt: blu, Peso: 30
Id: b4, Group: bambini, Belt: bianca, Peso: 22
Id: b5, Group: bambini, Belt: bianca, Peso: 26
Id: b6, Group: bambini, Belt: blu, Peso: 17
Id: b7, Group: bambini, Belt: arancione, Peso: 20
Id: b8, Group: bambini, Belt: arancione, Peso: 30
Id: b9, Group: bambini, Belt: gialla, Peso: 14
Id: b10, Group: bambini, Belt: blu, Peso: 31
Id: b11, Group: bambini, Belt: gialla, Peso: 39
Id: b12, Group: bambini, Belt: bianca, Peso: 16
Id: b13, Group: bambini, Belt: blu, Peso: 19
Id: b14, Group: bambini, Belt: arancione, Peso: 30
Id: b15, Group: bambini, Belt: gialla, Peso: 21
Id: b16, Group: bambini, Belt: bianca, Peso: 33
Id: b17, Group: bambini, Belt: verde, Peso: 28
Id: b18, Group: bambini, Belt: blu, Peso: 18
Id: b19, Group: bambini, Belt: marrone, Peso: 24
Id: b20, Group: bambini, Belt: gialla, Peso: 16
Id: b21, Group: bambini, Belt: gialla, Peso: 39
Id: b22, Group: bambini, Belt: blu, Peso: 30
Id: b23, Group: bambini, Belt: marrone, Peso: 25
Id: b24, Group: bambini, Belt: arancione, Peso: 30
Id: b25, Group: bambini, Belt: nera, Peso: 33
Id: b26, Group: bambini, Belt: nera, Peso: 20
Id: b27, Group: bambini, Belt: gialla, Peso: 10
Id: b28, Group: bambini, Belt: nera, Peso: 32
Id: b29, Group: bambini, Belt: arancione, Peso: 38
Id: b30, Group: bambini, Belt: arancione, Peso: 27
Id: b31, Group: bambini, Belt: gialla, Peso: 26
Id: b32, Group: bambini, Belt: marrone, Peso: 17
Id: b33, Group: bambini, Belt: arancione, Peso: 34
Id: b34, Group: bambini, Belt: gialla, Peso: 14
Id: b35, Group: bambini, Belt: nera, Peso: 22
Id: b36, Group: bambini, Belt: arancione, Peso: 29
Id: b37, Group: bambini, Belt: gialla, Peso: 20
Id: b38, Group: bambini, Belt: verde, Peso: 15
Id: b39, Group: bambini, Belt: verde, Peso: 24
Id: b40, Group: bambini, Belt: nera, Peso: 39
