Id: a1, Group: adulti, Belt: bianca, Peso: 54
Id: a2, Group: adulti, Belt: nera, Peso: 65
Id: a3, Group: adulti, Belt: marrone, Peso: 68
Id: a4, Group: adulti, Belt: arancione, Peso: 94
Id: a5, Group: adulti, Belt: blu, Peso: 60
Id: a6, Group: adulti, Belt: gialla, Peso: 50
Id: a7, Group: adulti, Belt: arancione, Peso: 53
Id: a8, Group: adulti, Belt: blu, Peso: 59
Id: a9, Group: adulti, Belt: bianca, Peso: 76
Id: a10, Group: adulti, Belt: blu, Peso: 81
Id: a11, Group: adulti, Belt: nera, Peso: 51
Id: a12, Group: adulti, Belt: marrone, Peso: 69
Id: a13, Group: adulti, Belt: blu, Peso: 65
Id: a14, Group: adulti, Belt: nera, Peso: 87
Id: a15, Group: adulti, Belt: marrone, Peso: 54
Id: a16, Group: adulti, Belt: verde, Peso: 88
Id: a17, Group: adulti, Belt: verde, Peso: 60
Id: a18, Group: adulti, Belt: verde, Peso: 80
Id: a19, Group: adulti, Belt: marrone, Peso: 68
Id: a20, Group: adulti, Belt: gialla, Peso: 94
Id: a21, Group: adulti, Belt: bianca, Peso: 52
Id: a22, Group: adulti, Belt: verde, Peso: 63
Id: a23, Group: adulti, Belt: bianca, Peso: 82
Id: a24, Group: adulti, Belt: marrone, Peso: 97
Id: a25, Group: adulti, Belt: verde, Peso: 51
Id: a26, Group: adulti, Belt: marrone, Peso: 72
Id: r1, Group: ragazzi, Belt: arancione, Peso: 54
Id: r2, Group: ragazzi, Belt: arancione, Peso: 45
Id: r3, Group: ragazzi, Belt: marrone, Peso: 45
Id: r4, Group: ragazzi, Belt: arancione, Peso: 56
Id: r5, Group: ragazzi, Belt: arancione, Peso: 46
Id: r6, Group: ragazzi, Belt: arancione, Peso: 68
Id: r7, Group: ragazzi, Belt: verde, Peso: 62
Id: r8, Group: ragazzi, Belt: marrone, Peso: 44
Id: r9, Group: ragazzi, Belt: verde, Peso: 41
Id: r10, Group: ragazzi, Belt: nera, Peso: 50
Id: r11, Group: ragazzi, Belt: blu, Peso: 69
Id: r12, Group: ragazzi, Belt: arancione, Peso: 56
Id: r13, Group: ragazzi, Belt: blu, Peso: 44
Id: r14, Group: ragazzi, Belt: bianca, Peso: 70
Id: r15, Group: ragazzi, Belt: marrone, Peso: 51
Id: r16, Group: ragazzi, Belt: arancione, Peso: 60
Id: r17, Group: ragazzi, Belt: marrone, Peso: 45
