Id: a1, Group: adulti, Belt: arancione, Peso: 69
Id: a2, Group: adulti, Belt: verde, Peso: 70
Id: a3, Group: adulti, Belt: bianca, Peso: 54
Id: a4, Group: adulti, Belt: marrone, Peso: 74
Id: a5, Group: adulti, Belt: gialla, Peso: 89
Id: a6, Group: adulti, Belt: gialla, Peso: 80
Id: a7, Group: adulti, Belt: arancione, Peso: 57
Id: a8, Group: adulti, Belt: bianca, Peso: 61
Id: a9, Group: adulti, Belt: verde, Peso: 97
Id: a10, Group: adulti, Belt: blu, Peso: 56
Id: a11, Group: adulti, Belt: verde, Peso: 68
Id: a12, Group: adulti, Belt: blu, Peso: 56
Id: a13, Group: adulti, Belt: gialla, Peso: 89
Id: a14, Group: adulti, Belt: gialla, Peso: 80
Id: a15, Group: adulti, Belt: bianca, Peso: 66
Id: a16, Group: adulti, Belt: verde, Peso: 67
Id: a17, Group: adulti, Belt: bianca, Peso: 90
Id: a18, Group: adulti, Belt: nera, Peso: 65
Id: a19, Group: adulti, Belt: nera, Peso: 100
Id: a20, Group: adulti, Belt: bianca, Peso: 72
Id: a21, Group: adulti, Belt: bianca, Peso: 84
Id: a22, Group: adulti, Belt: verde, Peso: 68
Id: a23, Group: adulti, Belt: blu, Peso: 90
Id: a24, Group: adulti, Belt: blu, Peso: 81
Id: a25, Group: adulti, Belt: nera, Peso: 61
Id: a26, Group: adulti, Belt: gialla, Peso: 71
Id: r1, Group: ragazzi, Belt: arancione, Peso: 62
Id: r2, Group: ragazzi, Belt: gialla, Peso: 49
Id: r3, Group: ragazzi, Belt: blu, Peso: 57
Id: r4, Group: ragazzi, Belt: verde, Peso: 49
Id: r5, Group: ragazzi, Belt: verde, Peso: 48
Id: r6, Group: ragazzi, Belt: blu, Peso: 46
Id: r7, Group: ragazzi, Belt: arancione, Peso: 67
Id: r8, Group: ragazzi, Belt: gialla, Peso: 63
Id: r9, Group: ragazzi, Belt: bianca, Peso: 65
Id: r10, Group: ragazzi, Belt: nera, Peso: 52
Id: r11, Group: ragazzi, Belt: gialla, Peso: 68
Id: r12, Group: ragazzi, Belt: arancione, Peso: 57
Id: r13, Group: ragazzi, Belt: nera, Peso: 59
Id: r14, Group: ragazzi, Belt: gialla, Peso: 58
Id: r15, Group: ragazzi, Belt: nera, Peso: 48
Id: r16, Group: ragazzi, Belt: verde, Peso: 45
Id: r17, Group: ragazzi, Belt: blu, Peso: 51
Id: r18, Group: ragazzi, Belt: marrone, Peso: 41
Id: r19, Group: ragazzi, Belt: bianca, Peso: 50
Id: r20, Group: ragazzi, Belt: arancione, Peso: 43
Id: r21, Group: ragazzi, Belt: gialla, Peso: 53
Id: r22, Group: ragazzi, Belt: marrone, Peso: 61
Id: r23, Group: ragazzi, Belt: nera, Peso: 51
Id: r24, Group: ragazzi, Belt: blu, Peso: 43
Id: r25, Group: ragazzi, Belt: arancione, Peso: 57
Id: r26, Group: ragazzi, Belt: arancione, Peso: 64
Id: r27, Group: ragazzi, Belt: verde, Peso: 70
Id: r28, Group: ragazzi, Belt: nera, Peso: 64
Id: r29, Group: ragazzi, Belt: gialla, Peso: 44
Id: r30, Group: ragazzi, Belt: gialla, Peso: 48
Id: r31, Group: ragazzi, Belt: gialla, Peso: 64
Id: r32, Group: ragazzi, Belt: nera, Peso: 54
Id: r33, Group: ragazzi, Belt: arancione, Peso: 42
Id: r34, Group: ragazzi, Belt: marrone, Peso: 60
Id: b1, Group: bambini, Belt: gialla, Peso: 40
Id: b2, Group: bambini, Belt: arancione, Peso: 11
Id: b3, Group: bambini, Belt: gialla, Peso: 17
Id: b4, Group: bambini, Belt: verde, Peso: 34
Id: b5, Group: bambini, Belt: marrone, Peso: 38
Id: b6, Group: bambini, Belt: verde, Peso: 29
Id: b7, Group: bambini, Belt: blu, Peso: 11
Id: b8, Group: bambini, Belt: marrone, Peso: 40
Id: b9, Group: bambini, Belt: marrone, Peso: 16
Id: b10, Group: bambini, Belt: marrone, Peso: 11
Id: b11, Group: bambini, Belt: marrone, Peso: 16
Id: b12, Group: bambini, Belt: nera, Peso: 38
Id: b13, Group: bambini, Belt: gialla, Peso: 25
Id: b14, Group: bambini, Belt: arancione, Peso: 33
Id: b15, Group: bambini, Belt: nera, Peso: 10
Id: b16, Group: bambini, Belt: verde, Peso: 32
Id: b17, Group: bambini, Belt: verde, Peso: 25
Id: b18, Group: bambini, Belt: arancione, Peso: 27
Id: b19, Group: bambini, Belt: bianca, Peso: 39
Id: b20, Group: bambini, Belt: verde, Peso: 15
Id: b21, Group: bambini, Belt: arancione, Peso: 28
Id: b22, Group: bambini, Belt: gialla, Peso: 38
Id: b23, Group: bambini, Belt: bianca, Peso: 29
Id: b24, Group: bambini, Belt: marrone, Peso: 10
Id: b25, Group: bambini, Belt: gialla, Peso: 28
Id: b26, Group: bambini, Belt: nera, Peso: 34
Id: b27, Group: bambini, Belt: blu, Peso: 16
Id: b28, Group: bambini, Belt: arancione, Peso: 24
Id: b29, Group: bambini, Belt: arancione, Peso: 29
Id: b30, Group: bambini, Belt: verde, Peso: 40
Id: b31, Group: bambini, Belt: arancione, Peso: 13
Id: b32, Group: bambini, Belt: arancione, Peso: 15
Id: b33, Group: bambini, Belt: blu, Peso: 13
Id: b34, Group: bambini, Belt: verde, Peso: 23
Id: b35, Group: bambini, Belt: gialla, Peso: 27
Id: b36, Group: bambini, Belt: arancione, Peso: 13
Id: b37, Group: bambini, Belt: blu, Peso: 28
Id: b38, Group: bambini, Belt: arancione, Peso: 27
Id: b39, Group: bambini, Belt: verde, Peso: 17
Id: b40, Group: bambini, Belt: marrone, Peso: 19
