Id: a1, Group: adulti, Belt: nera, Peso: 78
Id: a2, Group: adulti, Belt: bianca, Peso: 75
Id: a3, Group: adulti, Belt: blu, Peso: 95
Id: a4, Group: adulti, Belt: marrone, Peso: 78
Id: a5, Group: adulti, Belt: nera, Peso: 98
Id: a6, Group: adulti, Belt: arancione, Peso: 55
Id: a7, Group: adulti, Belt: verde, Peso: 97
Id: a8, Group: adulti, Belt: blu, Peso: 90
Id: a9, Group: adulti, Belt: blu, Peso: 85
Id: a10, Group: adulti, Belt: verde, Peso: 64
Id: a11, Group: adulti, Belt: arancione, Peso: 83
Id: a12, Group: adulti, Belt: gialla, Peso: 72
Id: a13, Group: adulti, Belt: verde, Peso: 68
Id: a14, Group: adulti, Belt: bianca, Peso: 100
Id: a15, Group: adulti, Belt: marrone, Peso: 73
Id: a16, Group: adulti, Belt: nera, Peso: 97
Id: a17, Group: adulti, Belt: arancione, Peso: 71
Id: a18, Group: adulti, Belt: gialla, Peso: 55
Id: a19, Group: adulti, Belt: verde, Peso: 92
Id: a20, Group: adulti, Belt: nera, Peso: 89
Id: a21, Group: adulti, Belt: gialla, Peso: 59
Id: a22, Group: adulti, Belt: arancione, Peso: 99
Id: a23, Group: adulti, Belt: nera, Peso: 81
Id: a24, Group: adulti, Belt: marrone, Peso: 79
Id: a25, Group: adulti, Belt: marrone, Peso: 51
Id: a26, Group: adulti, Belt: bianca, Peso: 67
Id: r1, Group: ragazzi, Belt: bianca, Peso: 67
Id: r2, Group: ragazzi, Belt: blu, Peso: 47
Id: r3, Group: ragazzi, Belt: blu, Peso: 67
Id: r4, Group: ragazzi, Belt: verde, Peso: 48
Id: r5, Group: ragazzi, Belt: verde, Peso: 43
Id: r6, Group: ragazzi, Belt: verde, Peso: 47
Id: r7, Group: ragazzi, Belt: marrone, Peso: 49
Id: r8, Group: ragazzi, Belt: marrone, Peso: 67
Id: r9, Group: ragazzi, Belt: bianca, Peso: 50
Id: r10, Group: ragazzi, Belt: arancione, Peso: 53
