Id: a1, Group: adulti, Belt: marrone, Peso: 70
Id: a2, Group: adulti, Belt: bianca, Peso: 52
Id: a3, Group: adulti, Belt: nera, Peso: 83
Id: a4, Group: adulti, Belt: arancione, Peso: 69
Id: a5, Group: adulti, Belt: bianca, Peso: 95
Id: a6, Group: adulti, Belt: arancione, Peso: 79
Id: a7, Group: adulti, Belt: bianca, Peso: 71
Id: a8, Group: adulti, Belt: marrone, Peso: 75
Id: a9, Group: adulti, Belt: arancione, Peso: 94
Id: a10, Group: adulti, Belt: arancione, Peso: 91
Id: a11, Group: adulti, Belt: verde, Peso: 66
Id: a12, Group: adulti, Belt: bianca, Peso: 63
Id: a13, Group: adulti, Belt: bianca, Peso: 75
Id: a14, Group: adulti, Belt: blu, Peso: 82
Id: a15, Group: adulti, Belt: gialla, Peso: 76
Id: a16, Group: adulti, Belt: arancione, Peso: 93
Id: a17, Group: adulti, Belt: marrone, Peso: 82
Id: a18, Group: adulti, Belt: blu, Peso: 73
Id: a19, Group: adulti, Belt: gialla, Peso: 62
Id: a20, Group: adulti, Belt: bianca, Peso: 81
Id: a21, Group: adulti, Belt: verde, Peso: 86
Id: a22, Group: adulti, Belt: nera, Peso: 99
Id: a23, Group: adulti, Belt: verde, Peso: 77
Id: a24, Group: adulti, Belt: verde, Peso: 66
Id: a25, Group: adulti, Belt: bianca, Peso: 72
Id: a26, Group: adulti, Belt: bianca, Peso: 71
Id: r1, Group: ragazzi, Belt: blu, Peso: 49
Id: r2, Group: ragazzi, Belt: verde, Peso: 60
Id: r3, Group: ragazzi, Belt: gialla, Peso: 58
Id: r4, Group: ragazzi, Belt: gialla, Peso: 65
Id: r5, Group: ragazzi, Belt: marrone, Peso: 49
Id: r6, Group: ragazzi, Belt: gialla, Peso: 61
Id: r7, Group: ragazzi, Belt: nera, Peso: 65
Id: r8, Group: ragazzi, Belt: blu, Peso: 51
Id: r9, Group: ragazzi, Belt: nera, Peso: 52
Id: r10, Group: ragazzi, Belt: verde, Peso: 53
Id: r11, Group: ragazzi, Belt: gialla, Peso: 46
Id: r12, Group: ragazzi, Belt: marrone, Peso: 57
Id: r13, Group: ragazzi, Belt: bianca, Peso: 56
Id: r14, Group: ragazzi, Belt: gialla, Peso: 58
Id: r15, Group: ragazzi, Belt: gialla, Peso: 49
Id: r16, Group: ragazzi, Belt: arancione, Peso: 45
Id: r17, Group: ragazzi, Belt: arancione, Peso: 64
Id: r18, Group: ragazzi, Belt: arancione, Peso: 61
Id: r19, Group: ragazzi, Belt: gialla, Peso: 52
Id: r20, Group: ragazzi, Belt: verde, Peso: 46
Id: r21, Group: ragazzi, Belt: arancione, Peso: 66
Id: r22, Group: ragazzi, Belt: marrone, Peso: 48
Id: r23, Group: ragazzi, Belt: bianca, Peso: 53
Id: r24, Group: ragazzi, Belt: verde, Peso: 60
Id: r25, Group: ragazzi, Belt: bianca, Peso: 64
Id: r26, Group: ragazzi, Belt: marrone, Peso: 41
Id: r27, Group: ragazzi, Belt: arancione, Peso: 60
Id: r28, Group: ragazzi, Belt: bianca, Peso: 50
Id: r29, Group: ragazzi, Belt: marrone, Peso: 41
Id: r30, Group: ragazzi, Belt: marrone, Peso: 58
Id: r31, Group: ragazzi, Belt: nera, Peso: 40
Id: r32, Group: ragazzi, Belt: marrone, Peso: 49
Id: r33, Group: ragazzi, Belt: gialla, Peso: 56
Id: r34, Group: ragazzi, Belt: verde, Peso: 68
Id: b1, Group: bambini, Belt: blu, Peso: 21
Id: b2, Group: bambini, Belt: arancione, Peso: 21
Id: b3, Group: bambini, Belt: nera, Peso: 33
Id: b4, Group: bambini, Belt: gialla, Peso: 28
Id: b5, Group: bambini, Belt: bianca, Peso: 21
Id: b6, Group: bambini, Belt: blu, Peso: 20
Id: b7, Group: bambini, Belt: bianca, Peso: 10
Id: b8, Group: bambini, Belt: nera, Peso: 39
Id: b9, Group: bambini, Belt: verde, Peso: 16
Id: b10, Group: bambini, Belt: arancione, Peso: 38
Id: b11, Group: bambini, Belt: arancione, Peso: 13
Id: b12, Group: bambini, Belt: marrone, Peso: 15
Id: b13, Group: bambini, Belt: bianca, Peso: 12
Id: b14, Group: bambini, Belt: blu, Peso: 27
Id: b15, Group: bambini, Belt: gialla, Peso: 12
Id: b16, Group: bambini, Belt: arancione, Peso: 15
Id: b17, Group: bambini, Belt: blu, Peso: 32
Id: b18, Group: bambini, Belt: marrone, Peso: 13
Id: b19, Group: bambini, Belt: blu, Peso: 10
Id: b20, Group: bambini, Belt: gialla, Peso: 12
Id: b21, Group: bambini, Belt: verde, Peso: 32
Id: b22, Group: bambini, Belt: arancione, Peso: 27
Id: b23, Group: bambini, Belt: verde, Peso: 34
Id: b24, Group: bambini, Belt: arancione, Peso: 11
Id: b25, Group: bambini, Belt: arancione, Peso: 11
Id: b26, Group: bambini, Belt: verde, Peso: 23
Id: b27, Group: bambini, Belt: nera, Peso: 23
Id: b28, Group: bambini, Belt: verde, Peso: 24
Id: b29, Group: bambini, Belt: marrone, Peso: 27
Id: b30, Group: bambini, Belt: nera, Peso: 32
Id: b31, Group: bambini, Belt: arancione, Peso: 39
Id: b32, Group: bambini, Belt: bianca, Peso: 15
Id: b33, Group: bambini, Belt: blu, Peso: 38
Id: b34, Group: bambini, Belt: verde, Peso: 19
Id: b35, Group: bambini, Belt: blu, Peso: 10
Id: b36, Group: bambini, Belt: marrone, Peso: 25
Id: b37, Group: bambini, Belt: marrone, Peso: 22
Id: b38, Group: bambini, Belt: blu, Peso: 15
Id: b39, Group: bambini, Belt: verde, Peso: 11
Id: b40, Group: bambini, Belt: nera, Peso: 32
