Id: a1, Group: adulti, Belt: nera, Peso: 55
Id: a2, Group: adulti, Belt: nera, Peso: 69
Id: a3, Group: adulti, Belt: blu, Peso: 60
Id: a4, Group: adulti, Belt: nera, Peso: 83
Id: a5, Group: adulti, Belt: nera, Peso: 94
Id: a6, Group: adulti, Belt: verde, Peso: 50
Id: a7, Group: adulti, Belt: marrone, Peso: 81
Id: a8, Group: adulti, Belt: bianca, Peso: 68
Id: a9, Group: adulti, Belt: nera, Peso: 65
Id: a10, Group: adulti, Belt: marrone, Peso: 73
Id: a11, Group: adulti, Belt: gialla, Peso: 62
Id: a12, Group: adulti, Belt: blu, Peso: 67
Id: a13, Group: adulti, Belt: bianca, Peso: 88
Id: a14, Group: adulti, Belt: marrone, Peso: 57
Id: a15, Group: adulti, Belt: arancione, Peso: 79
Id: a16, Group: adulti, Belt: bianca, Peso: 93
Id: a17, Group: adulti, Belt: marrone, Peso: 81
Id: a18, Group: adulti, Belt: marrone, Peso: 88
Id: a19, Group: adulti, Belt: marrone, Peso: 97
Id: a20, Group: adulti, Belt: bianca, Peso: 59
Id: a21, Group: adulti, Belt: bianca, Peso: 71
Id: a22, Group: adulti, Belt: blu, Peso: 72
Id: a23, Group: adulti, Belt: arancione, Peso: 79
Id: a24, Group: adulti, Belt: marrone, Peso: 67
Id: a25, Group: adulti, Belt: blu, Peso: 74
Id: a26, Group: adulti, Belt: marrone, Peso: 92
Id: r1, Group: ragazzi, Belt: nera, Peso: 43
Id: r2, Group: ragazzi, Belt: arancione, Peso: 49
Id: r3, Group: ragazzi, Belt: nera, Peso: 60
Id: r4, Group: ragazzi, Belt: arancione, Peso: 48
Id: r5, Group: ragazzi, Belt: nera, Peso: 47
Id: r6, Group: ragazzi, Belt: marrone, Peso: 69
Id: r7, Group: ragazzi, Belt: bianca, Peso: 69
Id: r8, Group: ragazzi, Belt: marrone, Peso: 54
Id: r9, Group: ragazzi, Belt: gialla, Peso: 53
Id: r10, Group: ragazzi, Belt: marrone, Peso: 41
Id: r11, Group: ragazzi, Belt: blu, Peso: 64
Id: r12, Group: ragazzi, Belt: arancione, Peso: 60
Id: r13, Group: ragazzi, Belt: verde, Peso: 40
Id: r14, Group: ragazzi, Belt: blu, Peso: 49
Id: r15, Group: ragazzi, Belt: marrone, Peso: 70
Id: r16, Group: ragazzi, Belt: nera, Peso: 45
Id: r17, Group: ragazzi, Belt: blu, Peso: 64
Id: r18, Group: ragazzi, Belt: nera, Peso: 45
Id: r19, Group: ragazzi, Belt: gialla, Peso: 60
Id: r20, Group: ragazzi, Belt: verde, Peso: 53
Id: r21, Group: ragazzi, Belt: bianca, Peso: 68
Id: r22, Group: ragazzi, Belt: nera, Peso: 57
Id: r23, Group: ragazzi, Belt: arancione, Peso: 43
Id: r24, Group: ragazzi, Belt: marrone, Peso: 41
Id: r25, Group: ragazzi, Belt: verde, Peso: 51
Id: r26, Group: ragazzi, Belt: blu, Peso: 53
Id: r27, Group: ragazzi, Belt: blu, Peso: 67
Id: r28, Group: ragazzi, Belt: bianca, Peso: 70
Id: r29, Group: ragazzi, Belt: verde, Peso: 56
Id: r30, Group: ragazzi, Belt: verde, Peso: 53
Id: r31, Group: ragazzi, Belt: gialla, Peso: 40
Id: r32, Group: ragazzi, Belt: gialla, Peso: 67
Id: r33, Group: ragazzi, Belt: gialla, Peso: 43
Id: r34, Group: ragazzi, Belt: bianca, Peso: 42
Id: b1, Group: bambini, Belt: nera, Peso: 40
Id: b2, Group: bambini, Belt: nera, Peso: 10
Id: b3, Group: bambini, Belt: arancione, Peso: 15
Id: b4, Group: bambini, Belt: verde, Peso: 35
Id: b5, Group: bambini, Belt: arancione, Peso: 33
Id: b6, Group: bambini, Belt: marrone, Peso: 40
Id: b7, Group: bambini, Belt: bianca, Peso: 24
Id: b8, Group: bambini, Belt: bianca, Peso: 37
Id: b9, Group: bambini, Belt: bianca, Peso: 37
Id: b10, Group: bambini, Belt: arancione, Peso: 11
Id: b11, Group: bambini, Belt: blu, Peso: 19
Id: b12, Group: bambini, Belt: blu, Peso: 40
Id: b13, Group: bambini, Belt: gialla, Peso: 33
Id: b14, Group: bambini, Belt: gialla, Peso: 10
Id: b15, Group: bambini, Belt: arancione, Peso: 30
Id: b16, Group: bambini, Belt: marrone, Peso: 37
Id: b17, Group: bambini, Belt: arancione, Peso: 30
Id: b18, Group: bambini, Belt: marrone, Peso: 12
Id: b19, Group: bambini, Belt: bianca, Peso: 32
Id: b20, Group: bambini, Belt: marrone, Peso: 30
Id: b21, Group: bambini, Belt: verde, Peso: 36
Id: b22, Group: bambini, Belt: verde, Peso: 11
Id: b23, Group: bambini, Belt: gialla, Peso: 17
Id: b24, Group: bambini, Belt: bianca, Peso: 11
Id: b25, Group: bambini, Belt: nera, Peso: 29
Id: b26, Group: bambini, Belt: gialla, Peso: 20
Id: b27, Group: bambini, Belt: verde, Peso: 34
Id: b28, Group: bambini, Belt: verde, Peso: 23
Id: b29, Group: bambini, Belt: nera, Peso: 28
Id: b30, Group: bambini, Belt: arancione, Peso: 32
Id: b31, Group: bambini, Belt: verde, Peso: 16
Id: b32, Group: bambini, Belt: gialla, Peso: 21
Id: b33, Group: bambini, Belt: marrone, Peso: 32
Id: b34, Group: bambini, Belt: gialla, Peso: 13
Id: b35, Group: bambini, Belt: marrone, Peso: 35
Id: b36, Group: bambini, Belt: bianca, Peso: 14
Id: b37, Group: bambini, Belt: bianca, Peso: 23
Id: b38, Group: bambini, Belt: verde, Peso: 31
Id: b39, Group: bambini, Belt: arancione, Peso: 17
Id: b40, Group: bambini, Belt: bianca, Peso: 36
